model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
EuroCOVIDhub-baseline,inc case,1,CH,1024,327,395,302,1,1,0.2,1,-0.03,1,10,Switzerland
EuroCOVIDhub-ensemble,inc case,1,CH,910,750,119,41,0.88,0.58,0.8,1,-0.13,1,10,Switzerland
IEM_Health-CovidProject,inc case,1,CH,1526,674,507,345,1.46,1.41,0.4,0.8,-0.01,1,10,Switzerland
ILM-EKF,inc case,1,CH,1047,609,144,293,1.04,1.15,0.5,1,0.11,1,10,Switzerland
LANL-GrowthRate,inc case,1,CH,1409,997,240,172,1.36,1.29,0.8,1,-0.1,1,10,Switzerland
USC-SIkJalpha,inc case,1,CH,1370,693,669,8,1.31,1.19,0.4,0.9,-0.52,1,10,Switzerland
epiforecasts-EpiNow2,inc case,1,CH,1147,805,13,329,1.15,1.05,0.7,0.9,0.33,1,10,Switzerland
EuroCOVIDhub-baseline,inc case,2,CH,1609,680,505,424,1,1,0.22,1,-0.18,1,9,Switzerland
EuroCOVIDhub-ensemble,inc case,2,CH,1447,1032,308,107,0.88,0.64,0.78,1,-0.1,1,9,Switzerland
IEM_Health-CovidProject,inc case,2,CH,2654,1022,904,728,1.62,1.5,0.56,0.67,0,1,9,Switzerland
ILM-EKF,inc case,2,CH,1962,1149,219,594,1.23,1.28,0.44,1,0.17,1,9,Switzerland
LANL-GrowthRate,inc case,2,CH,1641,1114,297,230,0.99,0.87,0.67,1,-0.04,1,9,Switzerland
USC-SIkJalpha,inc case,2,CH,2217,806,1402,9,1.34,1.05,0.56,0.67,-0.5,1,9,Switzerland
epiforecasts-EpiNow2,inc case,2,CH,2077,1163,134,780,1.3,1.29,0.56,0.89,0.21,1,9,Switzerland
EuroCOVIDhub-baseline,inc case,3,CH,2055,1005,618,431,1,1,0.38,1,-0.21,1,8,Switzerland
EuroCOVIDhub-ensemble,inc case,3,CH,2107,1387,529,190,1.02,0.77,0.62,1,0.01,1,8,Switzerland
IEM_Health-CovidProject,inc case,3,CH,3638,1493,1323,822,1.77,1.55,0.62,0.75,0,1,8,Switzerland
ILM-EKF,inc case,3,CH,3233,1872,370,991,1.63,1.58,0.5,1,0.2,1,8,Switzerland
LANL-GrowthRate,inc case,3,CH,2111,1272,519,320,1,0.97,0.62,1,-0.04,1,8,Switzerland
USC-SIkJalpha,inc case,3,CH,2971,872,2058,40,1.41,1.17,0.5,0.62,-0.48,1,8,Switzerland
epiforecasts-EpiNow2,inc case,3,CH,2980,1625,360,994,1.48,1.54,0.38,1,0.25,1,8,Switzerland
EuroCOVIDhub-baseline,inc case,4,CH,2308,1294,691,324,1,1,0.57,1,-0.17,1,7,Switzerland
EuroCOVIDhub-ensemble,inc case,4,CH,2730,1806,661,263,1.18,1,0.86,1,-0.02,1,7,Switzerland
IEM_Health-CovidProject,inc case,4,CH,4519,2046,1725,748,1.96,1.89,0.57,0.86,-0.03,1,7,Switzerland
ILM-EKF,inc case,4,CH,4790,2838,530,1422,2.08,1.94,0.57,1,0.21,1,7,Switzerland
LANL-GrowthRate,inc case,4,CH,2080,1358,519,204,0.9,0.85,0.71,1,-0.06,1,7,Switzerland
USC-SIkJalpha,inc case,4,CH,3603,1073,2445,85,1.56,1.31,0.43,0.57,-0.54,1,7,Switzerland
epiforecasts-EpiNow2,inc case,4,CH,4247,2127,576,1545,1.84,1.81,0.43,1,0.23,1,7,Switzerland
LANL-GrowthRate,inc case,5,CH,2219,1378,576,264,NA,NA,0.67,1,-0.12,1,6,Switzerland
UMass-SemiMech,inc case,1,CH,2356,1111,586,660,2.26,2.76,0.33,1,0.03,1,6,Switzerland
USC-SIkJalpha,inc case,5,CH,3974,1243,2705,26,NA,NA,0.33,0.67,-0.58,1,6,Switzerland
LANL-GrowthRate,inc case,6,CH,2494,1457,700,337,NA,NA,0.4,1,-0.08,1,5,Switzerland
UMass-SemiMech,inc case,2,CH,2249,1461,456,332,1.47,1.56,0.6,1,0.02,1,5,Switzerland
UMass-SemiMech,inc case,3,CH,2336,1858,7,471,1.22,0.97,1,1,0.25,1,4,Switzerland
EuroCOVIDhub-baseline,inc death,1,CH,15,7,1,7,1,1,0.6,1,0.23,1,10,Switzerland
EuroCOVIDhub-ensemble,inc death,1,CH,13,7,0,6,0.88,0.91,0.5,0.9,0.45,1,10,Switzerland
IEM_Health-CovidProject,inc death,1,CH,13,8,2,4,0.88,0.84,0.7,0.9,0.1,1,10,Switzerland
ILM-EKF,inc death,1,CH,18,12,0,5,1.13,1.02,0.6,1,0.36,1,10,Switzerland
LANL-GrowthRate,inc death,1,CH,15,5,0,9,0.93,0.93,0.5,0.8,0.54,1,10,Switzerland
RobertWalraven-ESG,inc death,1,CH,9,6,2,2,0.59,0.61,0.6,1,0.02,1,10,Switzerland
USC-SIkJalpha,inc death,1,CH,14,4,0,9,0.97,0.92,0.5,0.7,0.4,1,10,Switzerland
epiforecasts-EpiNow2,inc death,1,CH,20,8,0,12,1.27,1.46,0.1,1,0.7,1,10,Switzerland
EuroCOVIDhub-baseline,inc death,2,CH,18,14,0,4,1,1,1,1,0.24,1,9,Switzerland
EuroCOVIDhub-ensemble,inc death,2,CH,15,9,0,7,0.84,1.06,0.33,1,0.47,1,9,Switzerland
IEM_Health-CovidProject,inc death,2,CH,17,10,2,5,0.93,0.99,0.56,0.89,-0,1,9,Switzerland
ILM-EKF,inc death,2,CH,22,14,0,8,1.2,1.5,0.44,1,0.47,1,9,Switzerland
LANL-GrowthRate,inc death,2,CH,17,7,0,10,0.86,1.12,0.44,0.89,0.58,1,9,Switzerland
RobertWalraven-ESG,inc death,2,CH,10,7,2,0,0.53,0.53,0.89,1,-0.13,1,9,Switzerland
USC-SIkJalpha,inc death,2,CH,19,5,0,13,1.09,1.3,0.44,0.67,0.52,1,9,Switzerland
epiforecasts-EpiNow2,inc death,2,CH,27,10,0,17,1.51,2.08,0,1,0.79,1,9,Switzerland
EuroCOVIDhub-baseline,inc death,3,CH,23,19,0,4,1,1,1,1,0.2,1,8,Switzerland
EuroCOVIDhub-ensemble,inc death,3,CH,18,10,0,8,0.77,1.09,0.62,1,0.45,1,8,Switzerland
IEM_Health-CovidProject,inc death,3,CH,20,11,5,4,0.85,1.23,0.62,1,-0.08,1,8,Switzerland
ILM-EKF,inc death,3,CH,31,17,0,14,1.31,1.85,0.38,1,0.53,1,8,Switzerland
LANL-GrowthRate,inc death,3,CH,21,8,0,13,0.86,1.16,0.38,0.88,0.55,1,8,Switzerland
RobertWalraven-ESG,inc death,3,CH,11,8,2,0,0.45,0.55,1,1,-0.24,1,8,Switzerland
USC-SIkJalpha,inc death,3,CH,18,6,0,11,0.77,0.98,0.5,0.75,0.49,1,8,Switzerland
epiforecasts-EpiNow2,inc death,3,CH,39,14,0,25,1.67,2.43,0.12,0.88,0.78,1,8,Switzerland
EuroCOVIDhub-baseline,inc death,4,CH,26,22,0,3,1,1,1,1,0.16,1,7,Switzerland
EuroCOVIDhub-ensemble,inc death,4,CH,23,13,0,10,0.9,1.18,0.43,1,0.4,1,7,Switzerland
IEM_Health-CovidProject,inc death,4,CH,23,13,8,3,0.88,1.1,0.57,1,-0.14,1,7,Switzerland
ILM-EKF,inc death,4,CH,43,21,1,21,1.65,2.19,0.29,1,0.56,1,7,Switzerland
LANL-GrowthRate,inc death,4,CH,26,10,0,16,0.99,1.3,0.43,0.86,0.47,1,7,Switzerland
RobertWalraven-ESG,inc death,4,CH,13,9,3,0,0.49,0.46,0.86,1,-0.26,1,7,Switzerland
USC-SIkJalpha,inc death,4,CH,19,8,1,10,0.75,1.09,0.57,0.71,0.3,1,7,Switzerland
epiforecasts-EpiNow2,inc death,4,CH,52,19,0,33,2.02,2.69,0.29,0.86,0.75,1,7,Switzerland
LANL-GrowthRate,inc death,5,CH,26,11,0,16,NA,NA,0.5,0.83,0.46,1,6,Switzerland
UMass-MechBayes,inc death,1,CH,25,5,0,20,1.59,1.58,0.33,0.67,0.77,1,6,Switzerland
UMass-SemiMech,inc death,1,CH,21,6,0,15,1.34,1.39,0.33,0.83,0.58,1,6,Switzerland
USC-SIkJalpha,inc death,5,CH,22,11,1,10,NA,NA,0.5,1,0.25,1,6,Switzerland
LANL-GrowthRate,inc death,6,CH,26,12,0,14,NA,NA,0.4,1,0.64,1,5,Switzerland
UMass-MechBayes,inc death,2,CH,27,7,0,20,1.46,1.8,0.2,0.6,0.78,1,5,Switzerland
UMass-SemiMech,inc death,2,CH,26,7,0,20,1.41,1.6,0.6,0.6,0.62,1,5,Switzerland
UMass-MechBayes,inc death,3,CH,27,10,0,16,1.26,1.83,0.25,1,0.75,1,4,Switzerland
UMass-SemiMech,inc death,3,CH,32,8,0,23,1.48,2.08,0,0.75,0.86,1,4,Switzerland
EuroCOVIDhub-baseline,inc case,1,CY,682,33,308,342,1,1,0,0.8,-0.02,1,10,Cyprus
EuroCOVIDhub-ensemble,inc case,1,CY,515,259,24,232,0.74,0.79,0.4,0.9,0.26,1,10,Cyprus
IEM_Health-CovidProject,inc case,1,CY,763,102,138,523,1.08,1.12,0.1,0.4,0.1,1,10,Cyprus
ILM-EKF,inc case,1,CY,830,217,110,503,1.19,1.29,0.3,0.6,0.28,1,10,Cyprus
LANL-GrowthRate,inc case,1,CY,441,96,133,212,0.64,0.69,0.4,0.8,-0.23,1,10,Cyprus
USC-SIkJalpha,inc case,1,CY,1004,558,165,281,1.43,1.06,0.6,0.6,0.01,1,10,Cyprus
epiforecasts-EpiNow2,inc case,1,CY,472,246,40,185,0.67,0.7,0.7,0.9,0.12,1,10,Cyprus
EuroCOVIDhub-baseline,inc case,2,CY,1008,71,452,485,1,1,0.11,0.67,-0.17,1,9,Cyprus
EuroCOVIDhub-ensemble,inc case,2,CY,1421,576,118,727,1.39,1.54,0.33,0.78,0.27,1,9,Cyprus
IEM_Health-CovidProject,inc case,2,CY,1534,165,268,1101,1.49,1.54,0,0.44,0.14,1,9,Cyprus
ILM-EKF,inc case,2,CY,1381,379,69,933,1.35,1.51,0.33,0.78,0.34,1,9,Cyprus
LANL-GrowthRate,inc case,2,CY,1065,187,280,598,1.05,1.19,0.11,0.78,0.07,1,9,Cyprus
USC-SIkJalpha,inc case,2,CY,1464,714,215,535,1.4,1.23,0.33,0.67,0.13,1,9,Cyprus
epiforecasts-EpiNow2,inc case,2,CY,1189,597,148,444,1.12,1.37,0.33,1,0.18,1,9,Cyprus
EuroCOVIDhub-baseline,inc case,3,CY,1246,104,609,533,1,1,0.25,0.62,-0.33,1,8,Cyprus
EuroCOVIDhub-ensemble,inc case,3,CY,2664,1317,121,1227,2.1,2.11,0.38,0.75,0.29,1,8,Cyprus
IEM_Health-CovidProject,inc case,3,CY,2015,255,401,1359,1.57,1.63,0.25,0.38,0.25,1,8,Cyprus
ILM-EKF,inc case,3,CY,1817,602,56,1158,1.43,1.67,0.38,0.88,0.41,1,8,Cyprus
LANL-GrowthRate,inc case,3,CY,1637,285,487,865,1.31,1.39,0.38,0.5,0.02,1,8,Cyprus
USC-SIkJalpha,inc case,3,CY,2171,873,297,1001,1.67,1.38,0.5,0.5,0.26,1,8,Cyprus
epiforecasts-EpiNow2,inc case,3,CY,2163,1131,196,836,1.56,1.88,0.5,1,0.23,1,8,Cyprus
EuroCOVIDhub-baseline,inc case,4,CY,1220,132,805,284,1,1,0,0.71,-0.42,1,7,Cyprus
EuroCOVIDhub-ensemble,inc case,4,CY,3510,1958,198,1355,2.91,2.81,0.43,0.86,0.27,1,7,Cyprus
IEM_Health-CovidProject,inc case,4,CY,1967,342,501,1123,1.59,1.64,0.14,0.57,0.2,1,7,Cyprus
ILM-EKF,inc case,4,CY,1808,848,45,915,1.45,1.56,0.57,0.86,0.44,1,7,Cyprus
LANL-GrowthRate,inc case,4,CY,1425,277,704,444,1.19,1.16,0.43,0.57,-0.2,1,7,Cyprus
UMass-SemiMech,inc case,1,CY,545,329,81,135,0.71,0.73,0.57,1,0.01,1,7,Cyprus
USC-SIkJalpha,inc case,4,CY,2456,1263,567,625,1.93,1.3,0.57,0.57,0.11,1,7,Cyprus
epiforecasts-EpiNow2,inc case,4,CY,3060,1629,406,1025,2.3,2.5,0.57,0.86,0.19,1,7,Cyprus
DSMPG-bayes,inc case,3,CY,11243,7075,93,4075,7.88,6.45,0.71,0.83,0.19,1,7,Cyprus
LANL-GrowthRate,inc case,5,CY,1348,275,818,255,NA,NA,0.17,0.5,-0.35,1,6,Cyprus
UMass-SemiMech,inc case,2,CY,1158,465,299,394,0.96,1.24,0,1,0.02,1,6,Cyprus
USC-SIkJalpha,inc case,5,CY,2537,1782,381,374,NA,NA,0.5,0.5,0.07,1,6,Cyprus
DSMPG-bayes,inc case,4,CY,18815,11436,214,7166,13.92,12.26,0.83,0.8,0.15,1,6,Cyprus
LANL-GrowthRate,inc case,6,CY,1148,286,739,122,NA,NA,0,0.8,-0.5,1,5,Cyprus
UMass-SemiMech,inc case,3,CY,1821,637,486,698,1.14,1.36,0.2,0.8,-0.02,1,5,Cyprus
UMass-SemiMech,inc case,4,CY,2421,890,617,914,1.6,1.79,0.5,1,-0.02,1,4,Cyprus
EuroCOVIDhub-baseline,inc death,1,CY,3,0,2,1,1,1,0.1,0.8,-0.25,1,10,Cyprus
EuroCOVIDhub-ensemble,inc death,1,CY,2,1,1,0,0.71,0.76,0.7,1,-0.09,1,10,Cyprus
IEM_Health-CovidProject,inc death,1,CY,3,1,1,0,0.84,1.02,0.6,0.9,-0.37,1,10,Cyprus
ILM-EKF,inc death,1,CY,4,4,0,0,1.24,0.83,1,1,0.02,1,10,Cyprus
LANL-GrowthRate,inc death,1,CY,3,1,2,0,0.94,1.16,0.3,1,-0.39,1,10,Cyprus
RobertWalraven-ESG,inc death,1,CY,3,0,1,1,0.96,0.91,0.4,0.6,-0.25,1,10,Cyprus
USC-SIkJalpha,inc death,1,CY,4,1,1,1,1.11,0.97,0.3,0.6,-0.13,1,10,Cyprus
epiforecasts-EpiNow2,inc death,1,CY,2,2,0,0,0.65,0.57,0.8,1,0.14,1,10,Cyprus
EuroCOVIDhub-baseline,inc death,2,CY,3,1,2,0,1,1,0.44,0.89,-0.36,1,9,Cyprus
EuroCOVIDhub-ensemble,inc death,2,CY,2,2,0,0,0.92,0.92,1,1,-0.06,1,9,Cyprus
IEM_Health-CovidProject,inc death,2,CY,3,2,2,0,1.28,1.43,0.56,1,-0.37,1,9,Cyprus
ILM-EKF,inc death,2,CY,4,4,0,0,1.7,0.7,1,1,0.06,1,9,Cyprus
LANL-GrowthRate,inc death,2,CY,3,1,2,0,1.25,1.24,0.44,0.67,-0.62,1,9,Cyprus
RobertWalraven-ESG,inc death,2,CY,3,1,2,0,1.2,1.1,0.44,0.78,-0.23,1,9,Cyprus
USC-SIkJalpha,inc death,2,CY,2,1,0,1,0.85,0.89,0.67,0.89,-0.04,1,9,Cyprus
epiforecasts-EpiNow2,inc death,2,CY,3,2,0,1,1.19,1.08,0.67,1,0.22,1,9,Cyprus
EuroCOVIDhub-baseline,inc death,3,CY,3,1,2,0,1,1,0.38,1,-0.6,1,8,Cyprus
EuroCOVIDhub-ensemble,inc death,3,CY,4,3,0,0,1.32,0.73,0.75,1,-0.08,1,8,Cyprus
IEM_Health-CovidProject,inc death,3,CY,4,2,2,0,1.51,1.55,0.62,1,-0.38,1,8,Cyprus
ILM-EKF,inc death,3,CY,6,5,0,1,2.2,1.09,0.75,1,0.06,1,8,Cyprus
LANL-GrowthRate,inc death,3,CY,4,1,3,0,1.54,1.41,0.12,0.62,-0.79,1,8,Cyprus
RobertWalraven-ESG,inc death,3,CY,3,1,3,0,1.13,1.09,0.25,0.75,-0.8,1,8,Cyprus
USC-SIkJalpha,inc death,3,CY,4,1,1,1,1.57,1.12,0.62,0.75,-0.17,1,8,Cyprus
epiforecasts-EpiNow2,inc death,3,CY,5,3,0,1,1.77,1.63,0.62,1,0.21,1,8,Cyprus
EuroCOVIDhub-baseline,inc death,4,CY,4,1,3,0,1,1,0.43,1,-0.52,1,7,Cyprus
EuroCOVIDhub-ensemble,inc death,4,CY,12,11,1,1,2.5,1,0.86,1,-0.07,1,7,Cyprus
IEM_Health-CovidProject,inc death,4,CY,6,3,2,0,1.45,1.13,0.57,1,-0.36,1,7,Cyprus
ILM-EKF,inc death,4,CY,7,6,1,1,1.85,0.97,0.71,1,0.09,1,7,Cyprus
LANL-GrowthRate,inc death,4,CY,6,1,5,0,1.41,1.22,0.14,0.57,-0.8,1,7,Cyprus
RobertWalraven-ESG,inc death,4,CY,6,1,5,0,1.47,1.28,0.14,0.57,-0.74,1,7,Cyprus
UMass-MechBayes,inc death,1,CY,2,1,1,1,0.61,0.66,0.71,1,-0.03,1,7,Cyprus
UMass-SemiMech,inc death,1,CY,3,1,0,1,0.69,0.82,0.57,1,0.2,1,7,Cyprus
USC-SIkJalpha,inc death,4,CY,5,2,1,1,1.2,1.03,0.57,0.86,-0.26,1,7,Cyprus
epiforecasts-EpiNow2,inc death,4,CY,8,5,1,2,2.01,1.62,0.57,1,0.13,1,7,Cyprus
LANL-GrowthRate,inc death,5,CY,7,1,6,0,NA,NA,0,0.33,-0.91,1,6,Cyprus
UMass-MechBayes,inc death,2,CY,2,1,0,1,0.83,0.93,0.67,1,0.03,1,6,Cyprus
UMass-SemiMech,inc death,2,CY,3,1,0,1,0.91,0.85,0.5,1,0.3,1,6,Cyprus
USC-SIkJalpha,inc death,5,CY,5,4,2,0,NA,NA,0.83,0.83,-0.28,1,6,Cyprus
LANL-GrowthRate,inc death,6,CY,7,1,7,0,NA,NA,0,0.4,-0.94,1,5,Cyprus
UMass-MechBayes,inc death,3,CY,2,2,0,0,0.87,0.7,0.8,1,0.1,1,5,Cyprus
UMass-SemiMech,inc death,3,CY,3,2,0,1,1.21,1.17,0.4,1,0.32,1,5,Cyprus
UMass-MechBayes,inc death,4,CY,4,2,0,2,1.33,1.15,0.75,1,0.17,1,4,Cyprus
UMass-SemiMech,inc death,4,CY,5,2,0,3,1.62,1.52,0.75,1,0.25,1,4,Cyprus
EuroCOVIDhub-baseline,inc case,1,CZ,5093,807,0,4285,1,1,0,1,0.78,1,10,Czechia
EuroCOVIDhub-ensemble,inc case,1,CZ,2811,2209,12,590,0.49,0.38,0.8,1,0.22,1,10,Czechia
IEM_Health-CovidProject,inc case,1,CZ,5892,3445,0,2446,1.06,1.17,0.6,1,0.51,1,10,Czechia
ILM-EKF,inc case,1,CZ,2832,1571,58,1204,0.46,0.42,0.8,1,0.24,1,10,Czechia
LANL-GrowthRate,inc case,1,CZ,4288,2658,1630,0,0.87,1,0.7,1,-0.48,1,10,Czechia
MUNI_DMS-SEIAR,inc case,1,CZ,3277,2023,613,641,0.59,0.6,0.56,1,-0.02,1,9,Czechia
USC-SIkJalpha,inc case,1,CZ,6030,2908,0,3122,1.11,0.82,0.4,0.4,0.75,1,10,Czechia
epiforecasts-EpiNow2,inc case,1,CZ,3698,1991,39,1667,0.59,0.46,0.9,0.9,0.19,1,10,Czechia
EuroCOVIDhub-baseline,inc case,2,CZ,10304,1766,0,8538,1,1,0,0.78,0.79,1,9,Czechia
EuroCOVIDhub-ensemble,inc case,2,CZ,5036,2994,14,2029,0.43,0.41,0.67,1,0.36,1,9,Czechia
IEM_Health-CovidProject,inc case,2,CZ,10192,4616,0,5576,0.91,0.98,0.22,1,0.62,1,9,Czechia
ILM-EKF,inc case,2,CZ,5817,2930,68,2819,0.46,0.4,0.67,1,0.22,1,9,Czechia
LANL-GrowthRate,inc case,2,CZ,4157,3300,769,88,0.42,0.33,0.89,1,-0.23,1,9,Czechia
MUNI_DMS-SEIAR,inc case,2,CZ,3248,1941,125,1182,0.31,0.29,0.5,1,0.17,1,8,Czechia
USC-SIkJalpha,inc case,2,CZ,8367,3263,0,5104,0.77,0.58,0.22,0.44,0.82,1,9,Czechia
epiforecasts-EpiNow2,inc case,2,CZ,5938,3184,106,2648,0.49,0.44,0.78,0.89,0.16,1,9,Czechia
EuroCOVIDhub-baseline,inc case,3,CZ,16146,2601,0,13545,1,1,0,0.62,0.84,1,8,Czechia
EuroCOVIDhub-ensemble,inc case,3,CZ,7897,3896,0,4000,0.42,0.4,0.62,1,0.45,1,8,Czechia
IEM_Health-CovidProject,inc case,3,CZ,15675,6013,10,9652,0.88,0.94,0.25,1,0.66,1,8,Czechia
ILM-EKF,inc case,3,CZ,9256,4651,131,4474,0.46,0.42,0.62,1,0.19,1,8,Czechia
LANL-GrowthRate,inc case,3,CZ,5594,3893,206,1495,0.34,0.3,0.75,1,0.07,1,8,Czechia
MUNI_DMS-SEIAR,inc case,3,CZ,4436,1895,27,2513,0.28,0.31,0.43,1,0.46,1,7,Czechia
USC-SIkJalpha,inc case,3,CZ,10337,3648,12,6677,0.6,0.48,0.12,0.5,0.72,1,8,Czechia
epiforecasts-EpiNow2,inc case,3,CZ,7096,3943,167,2986,0.38,0.35,0.75,1,0.11,1,8,Czechia
EuroCOVIDhub-baseline,inc case,4,CZ,22085,3288,0,18797,1,1,0,0.57,0.88,1,7,Czechia
EuroCOVIDhub-ensemble,inc case,4,CZ,10804,4972,0,5832,0.39,0.39,0.57,1,0.59,1,7,Czechia
IEM_Health-CovidProject,inc case,4,CZ,21638,7738,11,13889,0.86,0.9,0.29,0.86,0.65,1,7,Czechia
ILM-EKF,inc case,4,CZ,12558,6962,150,5446,0.41,0.4,0.57,1,0.24,1,7,Czechia
LANL-GrowthRate,inc case,4,CZ,9301,4739,0,4561,0.39,0.37,0.57,1,0.51,1,7,Czechia
UMass-SemiMech,inc case,1,CZ,3832,1440,1870,523,1.35,1.18,0.57,0.86,0.09,1,7,Czechia
USC-SIkJalpha,inc case,4,CZ,12192,4148,16,8028,0.47,0.38,0.14,0.57,0.71,1,7,Czechia
bisop-seirfilter,inc case,1,CZ,2151,516,0,1635,0.73,0.77,0.29,0.71,0.76,1,7,Czechia
epiforecasts-EpiNow2,inc case,4,CZ,6838,4010,272,2555,0.26,0.27,0.71,1,0.1,1,7,Czechia
DSMPG-bayes,inc case,4,CZ,8333,6574,298,1461,0.48,0.32,0.6,1,-0.04,1,5,Czechia
LANL-GrowthRate,inc case,5,CZ,14294,5610,0,8683,NA,NA,0.33,1,0.72,1,6,Czechia
UMass-SemiMech,inc case,2,CZ,4319,1661,1743,915,0.83,0.82,0.33,0.83,0.05,1,6,Czechia
USC-SIkJalpha,inc case,5,CZ,13477,4670,0,8806,NA,NA,0.17,0.5,0.75,1,6,Czechia
bisop-seirfilter,inc case,2,CZ,3704,553,0,3151,0.72,0.69,0,0.5,0.96,1,6,Czechia
LANL-GrowthRate,inc case,6,CZ,20279,6750,0,13528,NA,NA,0,1,0.9,1,5,Czechia
UMass-SemiMech,inc case,3,CZ,3971,2176,470,1326,0.57,0.77,0.4,1,0.32,1,5,Czechia
bisop-seirfilter,inc case,3,CZ,4711,747,0,3963,0.7,0.78,0,0.4,0.95,1,5,Czechia
UMass-SemiMech,inc case,4,CZ,4345,2475,400,1470,0.56,0.72,0.25,1,0.25,1,4,Czechia
bisop-seirfilter,inc case,4,CZ,5466,994,0,4472,0.71,0.78,0,0.25,0.95,1,4,Czechia
epiforecasts-EpiExpert_Rt,inc case,1,CZ,1050,743,0,307,0.5,0.49,0.75,1,0.43,1,4,Czechia
EuroCOVIDhub-baseline,inc death,1,CZ,93,13,10,71,1,1,0,1,0.64,1,10,Czechia
EuroCOVIDhub-ensemble,inc death,1,CZ,42,30,2,10,0.38,0.25,0.9,1,0.1,1,10,Czechia
IEM_Health-CovidProject,inc death,1,CZ,67,42,2,23,0.59,0.51,0.7,1,0.33,1,10,Czechia
ILM-EKF,inc death,1,CZ,64,60,0,3,0.61,0.2,1,1,0.06,1,10,Czechia
LANL-GrowthRate,inc death,1,CZ,51,14,35,2,0.51,0.49,0.1,0.7,-0.56,1,10,Czechia
MUNI_DMS-SEIAR,inc death,1,CZ,50,27,7,16,0.58,0.44,0.62,1,0.21,1,8,Czechia
RobertWalraven-ESG,inc death,1,CZ,71,11,8,53,0.57,0.46,0.5,0.7,0.12,1,10,Czechia
USC-SIkJalpha,inc death,1,CZ,95,45,0,50,0.86,0.65,0.4,0.5,0.67,1,10,Czechia
epiforecasts-EpiNow2,inc death,1,CZ,28,17,4,6,0.27,0.21,0.8,1,0.03,1,10,Czechia
EuroCOVIDhub-baseline,inc death,2,CZ,178,27,3,148,1,1,0,0.67,0.73,1,9,Czechia
EuroCOVIDhub-ensemble,inc death,2,CZ,71,38,1,32,0.3,0.24,0.78,1,0.28,1,9,Czechia
IEM_Health-CovidProject,inc death,2,CZ,130,58,0,73,0.58,0.56,0.67,1,0.52,1,9,Czechia
ILM-EKF,inc death,2,CZ,83,67,0,16,0.39,0.19,1,1,0.14,1,9,Czechia
LANL-GrowthRate,inc death,2,CZ,70,20,49,0,0.39,0.38,0.33,0.89,-0.68,1,9,Czechia
MUNI_DMS-SEIAR,inc death,2,CZ,82,27,16,40,0.49,0.5,0.29,1,0.36,1,7,Czechia
RobertWalraven-ESG,inc death,2,CZ,138,13,3,122,0.6,0.45,0.33,0.67,0.37,1,9,Czechia
USC-SIkJalpha,inc death,2,CZ,143,55,0,88,0.6,0.52,0.33,0.56,0.71,1,9,Czechia
epiforecasts-EpiNow2,inc death,2,CZ,71,32,3,36,0.3,0.28,0.67,1,0.19,1,9,Czechia
EuroCOVIDhub-baseline,inc death,3,CZ,286,38,0,248,1,1,0,0.38,0.92,1,8,Czechia
EuroCOVIDhub-ensemble,inc death,3,CZ,124,50,1,73,0.31,0.3,0.5,0.88,0.45,1,8,Czechia
IEM_Health-CovidProject,inc death,3,CZ,230,76,0,154,0.61,0.64,0.38,0.88,0.65,1,8,Czechia
ILM-EKF,inc death,3,CZ,124,79,1,44,0.32,0.19,0.62,1,0.21,1,8,Czechia
LANL-GrowthRate,inc death,3,CZ,70,28,41,1,0.25,0.26,0.38,1,-0.56,1,8,Czechia
MUNI_DMS-SEIAR,inc death,3,CZ,107,26,25,56,0.41,0.44,0.17,0.83,0.44,1,6,Czechia
RobertWalraven-ESG,inc death,3,CZ,227,15,3,209,0.62,0.45,0.25,0.5,0.45,1,8,Czechia
USC-SIkJalpha,inc death,3,CZ,225,64,0,161,0.56,0.52,0.12,0.5,0.85,1,8,Czechia
epiforecasts-EpiNow2,inc death,3,CZ,118,59,4,56,0.3,0.27,0.75,1,0.09,1,8,Czechia
EuroCOVIDhub-baseline,inc death,4,CZ,414,47,0,367,1,1,0,0.29,0.96,1,7,Czechia
EuroCOVIDhub-ensemble,inc death,4,CZ,185,66,0,118,0.3,0.3,0.43,0.86,0.56,1,7,Czechia
IEM_Health-CovidProject,inc death,4,CZ,365,98,0,268,0.63,0.66,0.29,0.71,0.73,1,7,Czechia
ILM-EKF,inc death,4,CZ,181,103,2,76,0.29,0.21,0.57,1,0.26,1,7,Czechia
LANL-GrowthRate,inc death,4,CZ,70,43,16,12,0.15,0.16,0.57,1,-0.13,1,7,Czechia
RobertWalraven-ESG,inc death,4,CZ,314,16,3,296,0.6,0.46,0.29,0.43,0.53,1,7,Czechia
UMass-MechBayes,inc death,1,CZ,32,21,9,1,0.44,0.48,0.57,1,-0.26,1,7,Czechia
UMass-SemiMech,inc death,1,CZ,78,21,55,2,1.17,0.88,0.71,0.86,-0.21,1,7,Czechia
USC-SIkJalpha,inc death,4,CZ,275,83,0,192,0.45,0.41,0.29,0.57,0.76,1,7,Czechia
bisop-seirfilter,inc death,1,CZ,45,19,10,15,0.61,0.64,0.71,1,-0.16,1,7,Czechia
epiforecasts-EpiNow2,inc death,4,CZ,153,85,5,63,0.26,0.26,0.71,1,0.11,1,7,Czechia
