model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
USC-SIkJalpha,inc death,4,BG,87,48,17,22,0.59,0.51,0.39,0.56,0.11,1,18,Bulgaria
epiforecasts-EpiNow2,inc death,4,BG,177,70,4,103,1.2,1.21,0.61,1,-0.06,1,18,Bulgaria
LANL-GrowthRate,inc death,5,BG,115,39,11,65,NA,NA,0.44,0.94,0.04,1,16,Bulgaria
UMass-MechBayes,inc death,2,BG,22,16,3,3,0.71,0.4,0.71,0.94,-0.1,1,17,Bulgaria
USC-SIkJalpha,inc death,5,BG,106,68,14,25,NA,NA,0.47,0.71,0.02,1,17,Bulgaria
UMass-MechBayes,inc death,3,BG,28,16,4,8,0.72,0.48,0.38,0.94,-0.13,1,16,Bulgaria
UMass-MechBayes,inc death,4,BG,34,18,3,13,0.58,0.48,0.4,0.93,-0.05,1,15,Bulgaria
UMass-SemiMech,inc death,4,BG,71,24,2,44,1.2,1.14,0.4,1,0.27,1,15,Bulgaria
MUNI-ARIMA,inc death,1,BG,21,10,1,11,0.9,0.79,0.38,1,0.34,1,13,Bulgaria
MUNI-ARIMA,inc death,2,BG,32,15,1,16,0.71,0.63,0.5,1,0.38,1,12,Bulgaria
MUNI-ARIMA,inc death,3,BG,36,19,1,16,0.72,0.68,0.8,1,0.24,1,10,Bulgaria
MUNI-ARIMA,inc death,4,BG,36,23,0,13,0.83,0.83,0.89,1,0.22,1,9,Bulgaria
EuroCOVIDhub-baseline,inc case,1,CH,885,300,274,311,1,1,0.29,1,0.06,1,21,Switzerland
EuroCOVIDhub-ensemble,inc case,1,CH,837,489,165,182,0.96,0.83,0.57,1,-0.04,1,21,Switzerland
IEM_Health-CovidProject,inc case,1,CH,1068,384,399,284,1.12,1.17,0.33,0.76,0.03,1,21,Switzerland
ILM-EKF,inc case,1,CH,900,386,256,258,1.01,1.05,0.38,0.9,0.05,1,21,Switzerland
LANL-GrowthRate,inc case,1,CH,1187,660,381,146,1,1.05,0.7,0.9,-0.19,1,20,Switzerland
USC-SIkJalpha,inc case,1,CH,980,378,494,109,1.04,0.98,0.33,0.62,-0.19,1,21,Switzerland
epiforecasts-EpiNow2,inc case,1,CH,1617,934,105,578,1,1.05,0.55,0.9,0.18,1,20,Switzerland
EuroCOVIDhub-baseline,inc case,2,CH,1521,599,383,539,1,1,0.2,1,0.03,1,20,Switzerland
EuroCOVIDhub-ensemble,inc case,2,CH,1294,671,330,293,0.85,0.7,0.55,0.95,-0.02,1,20,Switzerland
IEM_Health-CovidProject,inc case,2,CH,1809,539,748,522,1.09,1.04,0.35,0.65,0.1,1,20,Switzerland
ILM-EKF,inc case,2,CH,1473,657,453,363,0.92,0.88,0.45,0.85,0.04,1,20,Switzerland
LANL-GrowthRate,inc case,2,CH,1516,725,584,208,0.94,0.88,0.53,0.84,-0.14,1,19,Switzerland
USC-SIkJalpha,inc case,2,CH,1610,439,1047,124,1,0.78,0.45,0.5,-0.23,1,20,Switzerland
epiforecasts-EpiNow2,inc case,2,CH,3605,1876,336,1393,0.94,0.88,0.47,0.84,0.12,1,19,Switzerland
EuroCOVIDhub-baseline,inc case,3,CH,2108,866,450,792,1,1,0.32,1,0.05,1,19,Switzerland
EuroCOVIDhub-ensemble,inc case,3,CH,1885,908,529,448,0.9,0.74,0.53,0.84,0.06,1,19,Switzerland
IEM_Health-CovidProject,inc case,3,CH,2737,752,1105,880,1.22,1.06,0.26,0.58,0.14,1,19,Switzerland
ILM-EKF,inc case,3,CH,2376,1008,733,636,1.07,0.98,0.37,0.84,0.08,1,19,Switzerland
LANL-GrowthRate,inc case,3,CH,1891,830,730,331,0.99,0.89,0.39,0.83,-0.04,1,18,Switzerland
USC-SIkJalpha,inc case,3,CH,2207,466,1553,187,1.03,0.75,0.42,0.47,-0.28,1,19,Switzerland
epiforecasts-EpiNow2,inc case,3,CH,2712,1123,658,930,0.99,0.89,0.28,0.83,0.12,1,18,Switzerland
EuroCOVIDhub-baseline,inc case,4,CH,2577,1112,448,1017,1,1,0.39,1,0.13,1,18,Switzerland
EuroCOVIDhub-ensemble,inc case,4,CH,2504,1179,673,652,0.98,0.82,0.5,0.89,0.09,1,18,Switzerland
IEM_Health-CovidProject,inc case,4,CH,3719,1061,1287,1371,1.35,1.22,0.28,0.5,0.17,1,18,Switzerland
ILM-EKF,inc case,4,CH,3333,1498,852,983,1.2,1.09,0.33,0.83,0.14,1,18,Switzerland
LANL-GrowthRate,inc case,4,CH,2136,913,770,452,1.01,0.93,0.41,0.88,0.04,1,17,Switzerland
USC-SIkJalpha,inc case,4,CH,2517,536,1705,277,0.98,0.69,0.39,0.44,-0.28,1,18,Switzerland
epiforecasts-EpiNow2,inc case,4,CH,3568,1345,897,1326,1.01,0.93,0.29,0.82,0.14,1,17,Switzerland
LANL-GrowthRate,inc case,5,CH,2467,1006,697,764,NA,NA,0.38,0.88,0.12,1,16,Switzerland
USC-SIkJalpha,inc case,5,CH,2670,614,1713,342,NA,NA,0.29,0.47,-0.19,1,17,Switzerland
UMass-SemiMech,inc case,4,CH,2698,1495,628,575,1.01,0.93,0.43,0.93,-0.02,1,14,Switzerland
MUNI-ARIMA,inc case,1,CH,2195,238,165,1792,1,1.05,0.38,0.62,0.31,1,13,Switzerland
MUNI-ARIMA,inc case,2,CH,3515,599,235,2681,0.94,0.88,0.25,0.75,0.23,1,12,Switzerland
RobertWalraven-ESG,inc case,1,CH,574,210,345,20,0.87,1.25,0.43,0.86,-0.39,1,21,Switzerland
MUNI-ARIMA,inc case,3,CH,4557,1135,209,3213,0.99,0.89,0.3,0.9,0.26,1,10,Switzerland
RobertWalraven-ESG,inc case,2,CH,996,259,712,25,0.87,1.05,0.4,0.8,-0.41,1,20,Switzerland
MUNI-ARIMA,inc case,4,CH,5465,1737,372,3356,1.01,0.93,0.44,0.89,0.26,1,9,Switzerland
RobertWalraven-ESG,inc case,3,CH,1287,300,967,21,0.77,0.98,0.37,0.84,-0.38,1,19,Switzerland
RobertWalraven-ESG,inc case,4,CH,1344,331,998,14,0.69,0.92,0.5,0.83,-0.36,1,18,Switzerland
EuroCOVIDhub-baseline,inc death,1,CH,15,6,4,5,1,1,0.52,0.95,0.09,1,21,Switzerland
EuroCOVIDhub-ensemble,inc death,1,CH,10,4,1,4,0.66,0.7,0.57,0.9,0.15,1,21,Switzerland
IEM_Health-CovidProject,inc death,1,CH,12,5,3,4,0.78,0.85,0.52,0.86,0.13,1,21,Switzerland
ILM-EKF,inc death,1,CH,14,8,1,5,0.93,0.83,0.67,0.9,0.19,1,21,Switzerland
LANL-GrowthRate,inc death,1,CH,11,3,2,6,0.69,0.74,0.3,0.8,0.3,1,20,Switzerland
RobertWalraven-ESG,inc death,1,CH,11,4,4,2,0.71,0.76,0.48,0.86,-0.06,1,21,Switzerland
USC-SIkJalpha,inc death,1,CH,12,2,4,6,0.81,0.81,0.29,0.43,0.08,1,21,Switzerland
epiforecasts-EpiNow2,inc death,1,CH,14,5,1,8,0.86,0.84,0.42,0.84,0.27,1,19,Switzerland
EuroCOVIDhub-baseline,inc death,2,CH,14,11,1,2,1,1,0.95,0.95,0.14,1,20,Switzerland
EuroCOVIDhub-ensemble,inc death,2,CH,10,5,1,3,0.68,1,0.65,0.95,0.23,1,20,Switzerland
IEM_Health-CovidProject,inc death,2,CH,15,6,4,5,1.05,1.67,0.3,0.9,0.24,1,20,Switzerland
ILM-EKF,inc death,2,CH,14,9,1,5,1,1.39,0.6,0.95,0.24,1,20,Switzerland
LANL-GrowthRate,inc death,2,CH,13,4,1,8,0.61,0.91,0.42,0.68,0.36,1,19,Switzerland
RobertWalraven-ESG,inc death,2,CH,9,5,3,1,0.64,0.97,0.75,0.95,-0.16,1,20,Switzerland
USC-SIkJalpha,inc death,2,CH,9,3,1,5,0.66,0.96,0.65,0.75,0.11,1,20,Switzerland
epiforecasts-EpiNow2,inc death,2,CH,23,10,0,12,1.02,1.49,0.5,0.89,0.36,1,18,Switzerland
EuroCOVIDhub-baseline,inc death,3,CH,20,15,1,4,1,1,0.95,0.95,0.15,1,19,Switzerland
EuroCOVIDhub-ensemble,inc death,3,CH,12,7,1,5,0.61,0.78,0.63,0.95,0.3,1,19,Switzerland
IEM_Health-CovidProject,inc death,3,CH,18,8,4,6,0.89,1.25,0.26,0.95,0.28,1,19,Switzerland
ILM-EKF,inc death,3,CH,16,9,1,6,0.83,1.03,0.74,0.95,0.24,1,19,Switzerland
LANL-GrowthRate,inc death,3,CH,16,5,1,9,0.62,0.84,0.28,0.67,0.43,1,18,Switzerland
RobertWalraven-ESG,inc death,3,CH,11,6,4,1,0.55,0.69,0.79,0.95,-0.08,1,19,Switzerland
USC-SIkJalpha,inc death,3,CH,12,3,2,8,0.63,0.84,0.47,0.68,0.13,1,19,Switzerland
epiforecasts-EpiNow2,inc death,3,CH,20,8,0,12,0.76,0.96,0.41,0.88,0.39,1,17,Switzerland
EuroCOVIDhub-baseline,inc death,4,CH,22,19,0,3,1,1,0.94,0.94,0.22,1,18,Switzerland
EuroCOVIDhub-ensemble,inc death,4,CH,14,8,1,5,0.64,0.95,0.5,0.94,0.4,1,18,Switzerland
IEM_Health-CovidProject,inc death,4,CH,22,10,4,8,0.98,1.34,0.39,0.83,0.35,1,18,Switzerland
ILM-EKF,inc death,4,CH,21,11,0,9,0.94,1.32,0.61,0.94,0.32,1,18,Switzerland
LANL-GrowthRate,inc death,4,CH,17,6,0,11,0.54,0.72,0.29,0.65,0.58,1,17,Switzerland
RobertWalraven-ESG,inc death,4,CH,10,7,3,1,0.47,0.56,0.83,0.94,-0.1,1,18,Switzerland
USC-SIkJalpha,inc death,4,CH,11,4,2,5,0.48,0.72,0.44,0.78,0.25,1,18,Switzerland
epiforecasts-EpiNow2,inc death,4,CH,28,11,0,17,0.83,1.18,0.25,0.88,0.45,1,16,Switzerland
LANL-GrowthRate,inc death,5,CH,19,6,1,12,NA,NA,0.31,0.81,0.58,1,16,Switzerland
UMass-MechBayes,inc death,1,CH,11,3,1,8,0.77,0.79,0.35,0.76,0.24,1,17,Switzerland
USC-SIkJalpha,inc death,5,CH,14,5,2,6,NA,NA,0.53,0.76,0.24,1,17,Switzerland
UMass-MechBayes,inc death,2,CH,10,3,0,7,0.79,1.17,0.44,0.81,0.33,1,16,Switzerland
UMass-MechBayes,inc death,3,CH,14,5,1,8,0.69,0.9,0.53,0.8,0.22,1,15,Switzerland
UMass-MechBayes,inc death,4,CH,14,6,0,7,0.62,0.9,0.36,0.86,0.39,1,14,Switzerland
UMass-SemiMech,inc death,4,CH,17,6,1,10,0.73,0.94,0.36,0.79,0.38,1,14,Switzerland
MUNI-ARIMA,inc death,1,CH,10,4,2,5,0.77,0.79,0.46,0.92,0.09,1,13,Switzerland
MUNI-ARIMA,inc death,2,CH,11,6,1,4,0.79,1.17,0.5,0.92,0.27,1,12,Switzerland
MUNI-ARIMA,inc death,3,CH,11,7,1,3,0.69,0.9,0.8,0.9,0.12,1,10,Switzerland
MUNI-ARIMA,inc death,4,CH,15,10,1,4,0.67,0.92,0.67,0.89,0.12,1,9,Switzerland
EuroCOVIDhub-baseline,inc case,1,CY,714,39,386,288,1,1,0.05,0.76,-0.01,1,21,Cyprus
EuroCOVIDhub-ensemble,inc case,1,CY,568,205,115,248,0.8,0.9,0.38,0.81,0.1,1,21,Cyprus
IEM_Health-CovidProject,inc case,1,CY,778,78,205,494,1.09,1.1,0.05,0.24,0,1,21,Cyprus
ILM-EKF,inc case,1,CY,1706,218,366,1121,2.53,2.4,0.24,0.52,0.09,1,21,Cyprus
LANL-GrowthRate,inc case,1,CY,494,97,140,257,1.24,1.23,0.3,0.7,-0.26,1,20,Cyprus
USC-SIkJalpha,inc case,1,CY,1019,486,268,266,1.43,1.09,0.52,0.52,-0.01,1,21,Cyprus
epiforecasts-EpiNow2,inc case,1,CY,673,289,43,342,0.98,1.09,0.62,0.95,-0.01,1,21,Cyprus
EuroCOVIDhub-baseline,inc case,2,CY,1228,84,705,439,1,1,0.15,0.6,-0.11,1,20,Cyprus
EuroCOVIDhub-ensemble,inc case,2,CY,1494,417,369,707,1.21,1.32,0.3,0.65,0.12,1,20,Cyprus
IEM_Health-CovidProject,inc case,2,CY,1694,128,472,1093,1.38,1.33,0,0.25,0.11,1,20,Cyprus
ILM-EKF,inc case,2,CY,3337,448,597,2292,2.88,2.77,0.2,0.55,0.07,1,20,Cyprus
LANL-GrowthRate,inc case,2,CY,1351,241,395,714,1.5,1.48,0.16,0.63,-0.09,1,19,Cyprus
USC-SIkJalpha,inc case,2,CY,1552,624,545,384,1.25,1.03,0.35,0.5,-0.08,1,20,Cyprus
epiforecasts-EpiNow2,inc case,2,CY,1943,608,219,1116,1.65,1.9,0.3,0.8,-0.06,1,20,Cyprus
EuroCOVIDhub-baseline,inc case,3,CY,1699,121,1025,553,1,1,0.16,0.53,-0.14,1,19,Cyprus
EuroCOVIDhub-ensemble,inc case,3,CY,2826,779,691,1357,1.66,1.71,0.26,0.53,0.09,1,19,Cyprus
IEM_Health-CovidProject,inc case,3,CY,2683,199,824,1660,1.6,1.49,0.11,0.21,0.15,1,19,Cyprus
ILM-EKF,inc case,3,CY,4430,759,885,2786,2.75,2.71,0.26,0.58,0.06,1,19,Cyprus
LANL-GrowthRate,inc case,3,CY,2182,406,781,995,1.6,1.55,0.28,0.5,-0.1,1,18,Cyprus
USC-SIkJalpha,inc case,3,CY,2098,599,906,593,1.21,1.04,0.37,0.37,-0.02,1,19,Cyprus
epiforecasts-EpiNow2,inc case,3,CY,2889,704,598,1587,1.76,1.9,0.32,0.68,-0.12,1,19,Cyprus
EuroCOVIDhub-baseline,inc case,4,CY,2085,151,1270,664,1,1,0.11,0.5,-0.21,1,18,Cyprus
EuroCOVIDhub-ensemble,inc case,4,CY,3109,958,1064,1088,1.42,1.49,0.22,0.5,0.06,1,18,Cyprus
IEM_Health-CovidProject,inc case,4,CY,3332,268,1147,1917,1.62,1.5,0.11,0.28,0.08,1,18,Cyprus
ILM-EKF,inc case,4,CY,2993,563,1249,1181,1.41,1.4,0.33,0.5,0.06,1,18,Cyprus
LANL-GrowthRate,inc case,4,CY,2224,304,1254,665,1.42,1.31,0.29,0.47,-0.15,1,17,Cyprus
USC-SIkJalpha,inc case,4,CY,2881,705,1362,814,1.36,1.11,0.33,0.33,-0.07,1,18,Cyprus
epiforecasts-EpiNow2,inc case,4,CY,2850,798,1188,864,1.37,1.45,0.33,0.56,-0.2,1,18,Cyprus
LANL-GrowthRate,inc case,5,CY,2599,245,1522,832,NA,NA,0.12,0.38,-0.15,1,16,Cyprus
USC-SIkJalpha,inc case,5,CY,3275,739,1559,977,NA,NA,0.29,0.29,-0.15,1,17,Cyprus
UMass-SemiMech,inc case,4,CY,2452,630,1131,691,1.42,1.31,0.27,0.6,0.01,1,15,Cyprus
MUNI-ARIMA,inc case,1,CY,393,91,145,157,1.24,1.23,0.46,0.77,0.03,1,13,Cyprus
MUNI-ARIMA,inc case,2,CY,947,181,487,280,1.5,1.48,0.33,0.75,0.07,1,12,Cyprus
RobertWalraven-ESG,inc case,1,CY,938,60,624,253,1.16,1.2,0.1,0.38,-0.32,1,21,Cyprus
MUNI-ARIMA,inc case,3,CY,1505,224,1051,230,1.6,1.55,0.3,0.7,-0.12,1,10,Cyprus
RobertWalraven-ESG,inc case,2,CY,1690,57,1428,206,1.14,1.12,0.15,0.35,-0.42,1,20,Cyprus
MUNI-ARIMA,inc case,4,CY,2071,244,1664,163,1.42,1.31,0.22,0.56,-0.26,1,9,Cyprus
RobertWalraven-ESG,inc case,3,CY,2230,46,2184,0,1.06,1.03,0.16,0.37,-0.61,1,19,Cyprus
RobertWalraven-ESG,inc case,4,CY,3008,47,2960,0,1.35,1.02,0,0.33,-0.69,1,18,Cyprus
EuroCOVIDhub-baseline,inc death,1,CY,3,0,2,1,1,1,0.14,0.86,-0.11,1,21,Cyprus
EuroCOVIDhub-ensemble,inc death,1,CY,2,1,1,0,0.76,0.81,0.57,0.95,0.01,1,21,Cyprus
IEM_Health-CovidProject,inc death,1,CY,3,1,2,1,1,1.05,0.38,0.71,-0.17,1,21,Cyprus
ILM-EKF,inc death,1,CY,4,3,0,0,1.3,0.77,0.86,1,0.08,1,21,Cyprus
LANL-GrowthRate,inc death,1,CY,4,1,2,1,1,0.89,0.25,0.85,-0.16,1,20,Cyprus
RobertWalraven-ESG,inc death,1,CY,3,0,2,1,0.96,0.88,0.33,0.67,-0.25,1,21,Cyprus
USC-SIkJalpha,inc death,1,CY,3,1,1,1,1.06,0.98,0.29,0.52,0.12,1,21,Cyprus
EuroCOVIDhub-baseline,inc death,2,CY,4,1,2,1,1,1,0.35,0.85,-0.16,1,20,Cyprus
EuroCOVIDhub-ensemble,inc death,2,CY,3,1,1,1,0.78,0.76,0.65,0.95,0.05,1,20,Cyprus
IEM_Health-CovidProject,inc death,2,CY,5,1,3,1,1.23,1.2,0.3,0.7,-0.18,1,20,Cyprus
ILM-EKF,inc death,2,CY,5,4,0,0,1.24,0.65,0.8,1,0.09,1,20,Cyprus
LANL-GrowthRate,inc death,2,CY,4,1,3,1,1.02,0.84,0.26,0.63,-0.14,1,19,Cyprus
RobertWalraven-ESG,inc death,2,CY,4,1,3,1,1.09,0.95,0.4,0.75,-0.22,1,20,Cyprus
USC-SIkJalpha,inc death,2,CY,3,1,1,1,0.84,0.75,0.45,0.6,0.01,1,20,Cyprus
EuroCOVIDhub-baseline,inc death,3,CY,4,1,2,1,1,1,0.37,0.84,-0.18,1,19,Cyprus
EuroCOVIDhub-ensemble,inc death,3,CY,3,2,0,1,0.79,0.54,0.58,0.95,0.11,1,19,Cyprus
IEM_Health-CovidProject,inc death,3,CY,5,1,3,1,1.24,1.13,0.42,0.79,-0.16,1,19,Cyprus
ILM-EKF,inc death,3,CY,6,5,1,1,1.53,1.02,0.63,1,0.06,1,19,Cyprus
LANL-GrowthRate,inc death,3,CY,5,1,3,1,1.07,0.83,0.17,0.56,-0.2,1,18,Cyprus
RobertWalraven-ESG,inc death,3,CY,4,1,3,1,1.02,0.87,0.26,0.74,-0.43,1,19,Cyprus
USC-SIkJalpha,inc death,3,CY,4,1,1,1,0.91,0.74,0.42,0.58,0.01,1,19,Cyprus
EuroCOVIDhub-baseline,inc death,4,CY,5,1,2,1,1,1,0.44,0.83,-0.06,1,18,Cyprus
EuroCOVIDhub-ensemble,inc death,4,CY,7,5,1,1,1.45,0.77,0.56,0.94,0.14,1,18,Cyprus
IEM_Health-CovidProject,inc death,4,CY,6,2,3,1,1.22,1.04,0.33,0.78,-0.01,1,18,Cyprus
ILM-EKF,inc death,4,CY,6,4,1,1,1.33,1.01,0.61,1,0.03,1,18,Cyprus
LANL-GrowthRate,inc death,4,CY,5,1,3,1,1.23,0.94,0.18,0.53,-0.15,1,17,Cyprus
RobertWalraven-ESG,inc death,4,CY,5,1,4,1,1.08,0.92,0.44,0.67,-0.34,1,18,Cyprus
UMass-MechBayes,inc death,1,CY,2,1,1,1,1,0.75,0.5,1,0.15,1,18,Cyprus
USC-SIkJalpha,inc death,4,CY,5,1,2,2,1.09,0.96,0.33,0.61,-0.07,1,18,Cyprus
LANL-GrowthRate,inc death,5,CY,6,1,4,2,NA,NA,0.12,0.44,-0.12,1,16,Cyprus
UMass-MechBayes,inc death,2,CY,3,1,0,1,1.02,0.73,0.41,0.94,0.2,1,17,Cyprus
USC-SIkJalpha,inc death,5,CY,7,2,2,3,NA,NA,0.47,0.59,-0.05,1,17,Cyprus
UMass-MechBayes,inc death,3,CY,4,2,0,2,1.07,0.89,0.38,1,0.28,1,16,Cyprus
UMass-MechBayes,inc death,4,CY,8,3,1,5,1.66,1.36,0.4,0.93,0.19,1,15,Cyprus
UMass-SemiMech,inc death,4,CY,4,2,1,2,0.91,0.73,0.4,0.87,0.2,1,15,Cyprus
MUNI-ARIMA,inc death,1,CY,4,1,2,1,1,0.89,0.15,0.92,-0.05,1,13,Cyprus
MUNI-ARIMA,inc death,2,CY,4,1,2,1,1.02,0.84,0.25,0.83,0.07,1,12,Cyprus
MUNI-ARIMA,inc death,3,CY,5,1,3,2,1.07,0.83,0.3,0.8,0.14,1,10,Cyprus
MUNI-ARIMA,inc death,4,CY,6,1,3,2,1.23,0.94,0.33,0.78,0.2,1,9,Cyprus
EuroCOVIDhub-baseline,inc case,1,CZ,2898,657,9,2232,1,1,0.48,1,0.49,1,21,Czechia
EuroCOVIDhub-ensemble,inc case,1,CZ,1483,1091,22,370,0.47,0.48,0.76,1,0.16,1,21,Czechia
IEM_Health-CovidProject,inc case,1,CZ,3103,1647,32,1424,0.95,1.25,0.48,0.95,0.27,1,21,Czechia
ILM-EKF,inc case,1,CZ,1538,785,91,661,0.5,0.6,0.71,0.95,0.06,1,21,Czechia
LANL-GrowthRate,inc case,1,CZ,2394,1355,1039,0,0.69,0.76,0.55,1,-0.51,1,20,Czechia
MUNI_DMS-SEIAR,inc case,1,CZ,1653,929,363,360,0.69,0.76,0.5,0.9,-0.13,1,20,Czechia
USC-SIkJalpha,inc case,1,CZ,3122,1360,31,1731,0.97,0.87,0.33,0.33,0.53,1,21,Czechia
epiforecasts-EpiNow2,inc case,1,CZ,1909,962,45,902,0.57,0.67,0.67,0.86,0.1,1,21,Czechia
EuroCOVIDhub-baseline,inc case,2,CZ,5650,1414,9,4227,1,1,0.5,0.9,0.45,1,20,Czechia
EuroCOVIDhub-ensemble,inc case,2,CZ,2607,1437,42,1129,0.42,0.49,0.6,1,0.26,1,20,Czechia
IEM_Health-CovidProject,inc case,2,CZ,5219,2114,72,3033,0.82,1.04,0.3,0.85,0.36,1,20,Czechia
ILM-EKF,inc case,2,CZ,2949,1373,140,1436,0.47,0.56,0.5,0.9,0.02,1,20,Czechia
LANL-GrowthRate,inc case,2,CZ,2263,1623,563,77,0.57,0.64,0.63,0.95,-0.31,1,19,Czechia
MUNI_DMS-SEIAR,inc case,2,CZ,1734,857,165,712,0.57,0.64,0.42,0.68,0,1,19,Czechia
USC-SIkJalpha,inc case,2,CZ,4270,1452,91,2727,0.69,0.63,0.2,0.3,0.52,1,20,Czechia
epiforecasts-EpiNow2,inc case,2,CZ,3024,1479,125,1421,0.5,0.55,0.6,0.8,0.12,1,20,Czechia
EuroCOVIDhub-baseline,inc case,3,CZ,8390,2069,8,6313,1,1,0.53,0.84,0.46,1,19,Czechia
EuroCOVIDhub-ensemble,inc case,3,CZ,3890,1792,51,2046,0.43,0.5,0.53,1,0.3,1,19,Czechia
IEM_Health-CovidProject,inc case,3,CZ,7627,2618,115,4894,0.8,1.01,0.32,0.68,0.34,1,19,Czechia
ILM-EKF,inc case,3,CZ,4384,2038,212,2133,0.46,0.56,0.53,0.89,-0.04,1,19,Czechia
LANL-GrowthRate,inc case,3,CZ,2920,1867,253,801,0.52,0.58,0.61,0.94,-0.15,1,18,Czechia
MUNI_DMS-SEIAR,inc case,3,CZ,2380,799,179,1402,0.52,0.58,0.28,0.67,0.12,1,18,Czechia
USC-SIkJalpha,inc case,3,CZ,5177,1527,158,3492,0.56,0.53,0.16,0.32,0.4,1,19,Czechia
epiforecasts-EpiNow2,inc case,3,CZ,3632,1787,203,1641,0.44,0.45,0.42,0.89,0.08,1,19,Czechia
EuroCOVIDhub-baseline,inc case,4,CZ,10822,2620,8,8194,1,1,0.5,0.83,0.48,1,18,Czechia
EuroCOVIDhub-ensemble,inc case,4,CZ,4991,2153,65,2773,0.41,0.49,0.5,1,0.37,1,18,Czechia
IEM_Health-CovidProject,inc case,4,CZ,9955,3187,135,6633,0.82,0.99,0.22,0.61,0.29,1,18,Czechia
ILM-EKF,inc case,4,CZ,5521,2822,261,2437,0.45,0.55,0.44,0.89,-0.04,1,18,Czechia
LANL-GrowthRate,inc case,4,CZ,4587,2234,107,2246,0.47,0.52,0.53,1,0.12,1,17,Czechia
MUNI_DMS-SEIAR,inc case,4,CZ,3149,743,254,2153,0.47,0.52,0.12,0.65,0.22,1,17,Czechia
USC-SIkJalpha,inc case,4,CZ,5846,1620,223,4003,0.5,0.47,0.17,0.33,0.29,1,18,Czechia
epiforecasts-EpiNow2,inc case,4,CZ,3299,1717,313,1269,0.31,0.33,0.33,0.89,-0.01,1,18,Czechia
LANL-GrowthRate,inc case,5,CZ,7054,2655,72,4326,NA,NA,0.31,1,0.37,1,16,Czechia
USC-SIkJalpha,inc case,5,CZ,6139,1667,277,4195,NA,NA,0.06,0.18,0.32,1,17,Czechia
UMass-SemiMech,inc case,4,CZ,2516,1051,450,1015,0.47,0.52,0.27,0.8,0.19,1,15,Czechia
MUNI-ARIMA,inc case,1,CZ,446,373,0,73,0.69,0.76,1,1,0.19,1,13,Czechia
MUNI-ARIMA,inc case,2,CZ,882,790,11,81,0.57,0.64,1,1,0.07,1,12,Czechia
RobertWalraven-ESG,inc case,1,CZ,430,245,39,146,0.9,0.91,0.62,1,0.06,1,21,Czechia
MUNI-ARIMA,inc case,3,CZ,1077,996,47,35,0.52,0.58,1,1,-0.07,1,10,Czechia
RobertWalraven-ESG,inc case,2,CZ,553,306,81,166,0.61,0.72,0.5,1,0.06,1,20,Czechia
MUNI-ARIMA,inc case,4,CZ,1335,1230,96,10,0.47,0.52,1,1,-0.13,1,9,Czechia
RobertWalraven-ESG,inc case,3,CZ,645,366,116,162,0.51,0.6,0.47,1,0.04,1,19,Czechia
RobertWalraven-ESG,inc case,4,CZ,684,426,118,140,0.44,0.5,0.72,1,0.04,1,18,Czechia
EuroCOVIDhub-baseline,inc death,1,CZ,56,11,5,40,1,1,0.33,1,0.44,1,21,Czechia
EuroCOVIDhub-ensemble,inc death,1,CZ,25,16,2,7,0.44,0.38,0.67,1,0.09,1,21,Czechia
IEM_Health-CovidProject,inc death,1,CZ,40,21,3,17,0.71,0.74,0.48,0.81,0.26,1,21,Czechia
ILM-EKF,inc death,1,CZ,36,31,1,4,0.63,0.33,0.81,1,0.08,1,21,Czechia
LANL-GrowthRate,inc death,1,CZ,33,8,21,4,0.89,0.74,0.1,0.75,-0.27,1,20,Czechia
MUNI_DMS-SEIAR,inc death,1,CZ,27,14,6,8,0.68,0.54,0.53,0.95,-0.14,1,19,Czechia
RobertWalraven-ESG,inc death,1,CZ,39,9,5,26,0.7,0.6,0.76,0.86,0.03,1,21,Czechia
USC-SIkJalpha,inc death,1,CZ,57,21,2,34,1.02,0.82,0.19,0.24,0.46,1,21,Czechia
epiforecasts-EpiNow2,inc death,1,CZ,19,10,4,6,0.52,0.39,0.55,1,0.11,1,20,Czechia
EuroCOVIDhub-baseline,inc death,2,CZ,103,23,2,78,1,1,0.45,0.85,0.48,1,20,Czechia
EuroCOVIDhub-ensemble,inc death,2,CZ,40,19,1,19,0.39,0.39,0.65,1,0.2,1,20,Czechia
IEM_Health-CovidProject,inc death,2,CZ,72,28,1,44,0.7,0.74,0.45,0.85,0.34,1,20,Czechia
ILM-EKF,inc death,2,CZ,45,33,1,11,0.44,0.37,0.85,1,0.13,1,20,Czechia
LANL-GrowthRate,inc death,2,CZ,41,11,26,4,0.56,0.5,0.32,0.84,-0.21,1,19,Czechia
MUNI_DMS-SEIAR,inc death,2,CZ,42,13,9,19,0.57,0.52,0.39,1,-0.03,1,18,Czechia
RobertWalraven-ESG,inc death,2,CZ,69,11,2,56,0.67,0.52,0.7,0.85,0.14,1,20,Czechia
USC-SIkJalpha,inc death,2,CZ,80,25,1,54,0.77,0.69,0.25,0.35,0.53,1,20,Czechia
epiforecasts-EpiNow2,inc death,2,CZ,42,17,3,23,0.58,0.54,0.58,0.95,0.29,1,19,Czechia
EuroCOVIDhub-baseline,inc death,3,CZ,157,33,0,124,1,1,0.42,0.74,0.58,1,19,Czechia
