model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
USC-SIkJalpha,inc death,4,BG,91,51,17,23,0.59,0.52,0.41,0.59,0.06,1,17,Bulgaria
epiforecasts-EpiNow2,inc death,4,BG,188,74,5,109,1.21,1.22,0.59,1,-0.07,1,17,Bulgaria
UMass-MechBayes,inc death,2,BG,23,17,3,4,0.71,0.4,0.69,0.94,-0.11,1,16,Bulgaria
USC-SIkJalpha,inc death,5,BG,113,72,14,26,NA,NA,0.44,0.69,0.03,1,16,Bulgaria
UMass-MechBayes,inc death,3,BG,30,17,4,9,0.54,0.41,0.4,0.93,-0.1,1,15,Bulgaria
UMass-SemiMech,inc death,3,BG,52,21,4,27,0.96,0.94,0.07,1,0.16,1,15,Bulgaria
UMass-MechBayes,inc death,4,BG,36,19,3,14,0.58,0.49,0.43,0.93,-0,1,14,Bulgaria
UMass-SemiMech,inc death,4,BG,76,26,3,48,1.21,1.16,0.36,1,0.31,1,14,Bulgaria
MUNI-ARIMA,inc death,1,BG,23,10,1,11,0.9,0.79,0.33,1,0.32,1,12,Bulgaria
MUNI-ARIMA,inc death,2,BG,34,16,1,17,0.71,0.63,0.45,1,0.37,1,11,Bulgaria
MUNI-ARIMA,inc death,3,BG,38,19,1,17,0.72,0.68,0.78,1,0.21,1,9,Bulgaria
MUNI-ARIMA,inc death,4,BG,39,24,0,15,0.84,0.84,0.88,1,0.21,1,8,Bulgaria
EuroCOVIDhub-baseline,inc case,1,CH,910,299,285,326,1,1,0.25,1,0.09,1,20,Switzerland
EuroCOVIDhub-ensemble,inc case,1,CH,829,498,174,158,0.92,0.77,0.6,1,-0.07,1,20,Switzerland
IEM_Health-CovidProject,inc case,1,CH,1043,384,419,239,1.03,1.09,0.35,0.75,-0.01,1,20,Switzerland
ILM-EKF,inc case,1,CH,850,383,268,199,0.91,0.95,0.4,0.9,-0,1,20,Switzerland
LANL-GrowthRate,inc case,1,CH,1226,680,392,154,0.97,0.99,0.68,0.89,-0.18,1,19,Switzerland
USC-SIkJalpha,inc case,1,CH,994,392,518,83,1.02,0.95,0.35,0.6,-0.23,1,20,Switzerland
epiforecasts-EpiNow2,inc case,1,CH,1522,862,110,550,0.97,0.99,0.53,0.89,0.16,1,19,Switzerland
EuroCOVIDhub-baseline,inc case,2,CH,1540,602,370,567,1,1,0.21,1,0.07,1,19,Switzerland
EuroCOVIDhub-ensemble,inc case,2,CH,1338,689,341,308,0.88,0.72,0.53,0.95,0,1,19,Switzerland
IEM_Health-CovidProject,inc case,2,CH,1886,555,782,549,1.13,1.07,0.32,0.63,0.12,1,19,Switzerland
ILM-EKF,inc case,2,CH,1519,669,468,382,0.94,0.89,0.42,0.84,0.07,1,19,Switzerland
LANL-GrowthRate,inc case,2,CH,1428,759,450,219,0.94,0.89,0.56,0.89,-0.09,1,18,Switzerland
USC-SIkJalpha,inc case,2,CH,1657,432,1102,124,1.02,0.8,0.42,0.47,-0.27,1,19,Switzerland
epiforecasts-EpiNow2,inc case,2,CH,1983,898,355,731,0.94,0.89,0.5,0.83,0.08,1,18,Switzerland
EuroCOVIDhub-baseline,inc case,3,CH,2124,877,410,836,1,1,0.33,1,0.09,1,18,Switzerland
EuroCOVIDhub-ensemble,inc case,3,CH,1924,921,531,472,0.92,0.75,0.5,0.83,0.09,1,18,Switzerland
IEM_Health-CovidProject,inc case,3,CH,2722,789,1004,929,1.18,1.07,0.28,0.61,0.2,1,18,Switzerland
ILM-EKF,inc case,3,CH,2320,1057,592,671,1.02,0.97,0.39,0.89,0.14,1,18,Switzerland
LANL-GrowthRate,inc case,3,CH,1850,868,631,351,0.93,0.89,0.41,0.88,0.01,1,17,Switzerland
USC-SIkJalpha,inc case,3,CH,2122,485,1440,198,0.96,0.73,0.44,0.5,-0.24,1,18,Switzerland
epiforecasts-EpiNow2,inc case,3,CH,2736,1137,613,985,0.93,0.89,0.29,0.82,0.16,1,17,Switzerland
EuroCOVIDhub-baseline,inc case,4,CH,2608,1135,396,1077,1,1,0.41,1,0.17,1,17,Switzerland
EuroCOVIDhub-ensemble,inc case,4,CH,2490,1232,567,691,0.96,0.81,0.53,0.88,0.15,1,17,Switzerland
IEM_Health-CovidProject,inc case,4,CH,3682,1121,1109,1452,1.28,1.23,0.29,0.53,0.24,1,17,Switzerland
ILM-EKF,inc case,4,CH,3255,1585,629,1041,1.11,1.08,0.35,0.88,0.21,1,17,Switzerland
LANL-GrowthRate,inc case,4,CH,2031,963,587,480,0.92,0.92,0.44,0.94,0.11,1,16,Switzerland
USC-SIkJalpha,inc case,4,CH,2378,567,1518,293,0.89,0.66,0.41,0.47,-0.24,1,17,Switzerland
epiforecasts-EpiNow2,inc case,4,CH,3526,1426,691,1409,0.92,0.92,0.31,0.88,0.21,1,16,Switzerland
USC-SIkJalpha,inc case,5,CH,2531,652,1515,364,NA,NA,0.31,0.5,-0.14,1,16,Switzerland
UMass-SemiMech,inc case,3,CH,2138,1151,564,424,0.93,0.89,0.57,1,-0.03,1,14,Switzerland
UMass-SemiMech,inc case,4,CH,2699,1579,500,619,0.92,0.92,0.46,0.92,0.04,1,13,Switzerland
MUNI-ARIMA,inc case,1,CH,2347,234,178,1935,0.97,0.99,0.33,0.58,0.31,1,12,Switzerland
MUNI-ARIMA,inc case,2,CH,3640,625,90,2925,0.94,0.89,0.27,0.73,0.34,1,11,Switzerland
RobertWalraven-ESG,inc case,1,CH,611,215,379,17,0.96,1.25,0.4,0.85,-0.45,1,20,Switzerland
MUNI-ARIMA,inc case,3,CH,4939,1137,232,3570,0.93,0.89,0.22,0.89,0.31,1,9,Switzerland
RobertWalraven-ESG,inc case,2,CH,915,265,622,28,0.77,1.05,0.42,0.84,-0.36,1,19,Switzerland
MUNI-ARIMA,inc case,4,CH,5933,1778,380,3775,0.92,0.92,0.38,0.88,0.32,1,8,Switzerland
RobertWalraven-ESG,inc case,3,CH,1030,310,696,24,0.65,0.97,0.39,0.89,-0.33,1,18,Switzerland
RobertWalraven-ESG,inc case,4,CH,998,355,626,17,0.56,0.9,0.53,0.88,-0.3,1,17,Switzerland
EuroCOVIDhub-baseline,inc death,1,CH,15,6,4,6,1,1,0.55,0.95,0.12,1,20,Switzerland
EuroCOVIDhub-ensemble,inc death,1,CH,10,4,1,4,0.66,0.7,0.6,0.9,0.19,1,20,Switzerland
IEM_Health-CovidProject,inc death,1,CH,12,5,3,4,0.78,0.85,0.55,0.85,0.18,1,20,Switzerland
ILM-EKF,inc death,1,CH,13,8,1,4,0.87,0.77,0.7,0.95,0.15,1,20,Switzerland
LANL-GrowthRate,inc death,1,CH,11,3,2,6,0.72,0.76,0.32,0.79,0.36,1,19,Switzerland
RobertWalraven-ESG,inc death,1,CH,11,4,5,2,0.72,0.77,0.45,0.85,-0.05,1,20,Switzerland
USC-SIkJalpha,inc death,1,CH,12,2,4,6,0.8,0.81,0.3,0.45,0.14,1,20,Switzerland
epiforecasts-EpiNow2,inc death,1,CH,13,5,1,7,0.81,0.79,0.44,0.89,0.23,1,18,Switzerland
EuroCOVIDhub-baseline,inc death,2,CH,15,12,1,2,1,1,0.95,0.95,0.16,1,19,Switzerland
EuroCOVIDhub-ensemble,inc death,2,CH,10,5,1,4,0.7,1.01,0.63,0.95,0.25,1,19,Switzerland
IEM_Health-CovidProject,inc death,2,CH,16,6,4,5,1.06,1.68,0.32,0.89,0.3,1,19,Switzerland
ILM-EKF,inc death,2,CH,14,9,1,4,0.94,1.28,0.63,0.95,0.22,1,19,Switzerland
LANL-GrowthRate,inc death,2,CH,14,4,1,8,0.75,1.08,0.39,0.67,0.39,1,18,Switzerland
RobertWalraven-ESG,inc death,2,CH,9,5,3,1,0.65,0.96,0.74,0.95,-0.15,1,19,Switzerland
USC-SIkJalpha,inc death,2,CH,10,3,2,5,0.67,0.97,0.63,0.74,0.13,1,19,Switzerland
epiforecasts-EpiNow2,inc death,2,CH,16,6,0,9,0.82,1.23,0.53,0.94,0.33,1,17,Switzerland
EuroCOVIDhub-baseline,inc death,3,CH,20,16,1,4,1,1,0.94,0.94,0.17,1,18,Switzerland
EuroCOVIDhub-ensemble,inc death,3,CH,13,7,1,5,0.62,0.78,0.61,0.94,0.33,1,18,Switzerland
IEM_Health-CovidProject,inc death,3,CH,18,8,4,6,0.91,1.25,0.28,0.94,0.34,1,18,Switzerland
ILM-EKF,inc death,3,CH,17,10,1,7,0.85,1.03,0.72,0.94,0.28,1,18,Switzerland
LANL-GrowthRate,inc death,3,CH,17,5,2,10,0.64,0.84,0.24,0.65,0.45,1,17,Switzerland
RobertWalraven-ESG,inc death,3,CH,11,6,4,1,0.55,0.69,0.78,0.94,-0.07,1,18,Switzerland
USC-SIkJalpha,inc death,3,CH,13,3,2,8,0.64,0.84,0.5,0.67,0.18,1,18,Switzerland
epiforecasts-EpiNow2,inc death,3,CH,21,8,0,13,0.77,0.96,0.38,0.88,0.42,1,16,Switzerland
EuroCOVIDhub-baseline,inc death,4,CH,23,19,0,3,1,1,0.94,0.94,0.22,1,17,Switzerland
EuroCOVIDhub-ensemble,inc death,4,CH,15,8,1,6,0.65,0.94,0.47,0.94,0.44,1,17,Switzerland
IEM_Health-CovidProject,inc death,4,CH,23,10,4,9,1.01,1.35,0.35,0.82,0.38,1,17,Switzerland
ILM-EKF,inc death,4,CH,22,12,0,10,0.97,1.31,0.65,0.94,0.38,1,17,Switzerland
LANL-GrowthRate,inc death,4,CH,18,6,0,12,0.55,0.71,0.31,0.62,0.57,1,16,Switzerland
RobertWalraven-ESG,inc death,4,CH,11,7,3,1,0.48,0.54,0.82,0.94,-0.09,1,17,Switzerland
USC-SIkJalpha,inc death,4,CH,11,4,1,5,0.48,0.71,0.47,0.82,0.32,1,17,Switzerland
epiforecasts-EpiNow2,inc death,4,CH,29,11,0,18,0.85,1.17,0.27,0.87,0.54,1,15,Switzerland
UMass-MechBayes,inc death,1,CH,11,3,1,8,0.76,0.78,0.38,0.75,0.3,1,16,Switzerland
USC-SIkJalpha,inc death,5,CH,14,5,2,7,NA,NA,0.56,0.81,0.32,1,16,Switzerland
UMass-MechBayes,inc death,2,CH,11,4,0,7,0.79,1.15,0.47,0.8,0.39,1,15,Switzerland
UMass-MechBayes,inc death,3,CH,14,5,1,9,0.72,0.92,0.5,0.79,0.27,1,14,Switzerland
UMass-SemiMech,inc death,3,CH,14,4,1,8,0.69,0.88,0.5,0.86,0.33,1,14,Switzerland
UMass-MechBayes,inc death,4,CH,15,7,0,8,0.62,0.89,0.38,0.92,0.49,1,13,Switzerland
UMass-SemiMech,inc death,4,CH,18,6,1,11,0.74,0.93,0.38,0.77,0.45,1,13,Switzerland
MUNI-ARIMA,inc death,1,CH,11,4,2,5,0.76,0.78,0.5,0.92,0.17,1,12,Switzerland
MUNI-ARIMA,inc death,2,CH,10,6,1,3,0.79,1.15,0.55,0.91,0.22,1,11,Switzerland
MUNI-ARIMA,inc death,3,CH,12,8,1,3,0.7,0.9,0.78,0.89,0.18,1,9,Switzerland
MUNI-ARIMA,inc death,4,CH,16,10,2,4,0.68,0.91,0.62,0.88,0.15,1,8,Switzerland
EuroCOVIDhub-baseline,inc case,1,CY,663,38,406,220,1,1,0.05,0.8,-0.06,1,20,Cyprus
EuroCOVIDhub-ensemble,inc case,1,CY,513,205,120,188,0.78,0.89,0.4,0.85,0.05,1,20,Cyprus
IEM_Health-CovidProject,inc case,1,CY,740,75,215,449,1.11,1.13,0.05,0.25,-0.05,1,20,Cyprus
ILM-EKF,inc case,1,CY,1358,198,385,775,2.18,2.11,0.25,0.55,0.05,1,20,Cyprus
LANL-GrowthRate,inc case,1,CY,434,91,147,195,1.22,1.22,0.32,0.74,-0.33,1,19,Cyprus
USC-SIkJalpha,inc case,1,CY,979,508,281,189,1.48,1.11,0.55,0.55,-0.06,1,20,Cyprus
epiforecasts-EpiNow2,inc case,1,CY,667,275,45,347,1.06,1.16,0.6,0.95,-0.03,1,20,Cyprus
EuroCOVIDhub-baseline,inc case,2,CY,1197,82,742,372,1,1,0.16,0.63,-0.17,1,19,Cyprus
EuroCOVIDhub-ensemble,inc case,2,CY,1468,410,388,670,1.22,1.32,0.32,0.63,0.08,1,19,Cyprus
IEM_Health-CovidProject,inc case,2,CY,1576,120,497,959,1.31,1.28,0,0.26,0.06,1,19,Cyprus
ILM-EKF,inc case,2,CY,2197,346,628,1222,1.91,1.94,0.21,0.58,0.02,1,19,Cyprus
LANL-GrowthRate,inc case,2,CY,1339,242,417,680,1.39,1.39,0.17,0.67,-0.15,1,18,Cyprus
USC-SIkJalpha,inc case,2,CY,1402,484,573,345,1.14,0.98,0.32,0.47,-0.11,1,19,Cyprus
epiforecasts-EpiNow2,inc case,2,CY,1980,583,231,1165,1.74,2.01,0.26,0.79,-0.08,1,19,Cyprus
EuroCOVIDhub-baseline,inc case,3,CY,1741,119,1082,540,1,1,0.17,0.5,-0.2,1,18,Cyprus
EuroCOVIDhub-ensemble,inc case,3,CY,2188,693,729,766,1.18,1.26,0.28,0.56,0.04,1,18,Cyprus
IEM_Health-CovidProject,inc case,3,CY,2280,170,870,1240,1.29,1.25,0.11,0.22,0.1,1,18,Cyprus
ILM-EKF,inc case,3,CY,2145,364,934,848,1.2,1.26,0.28,0.61,0.01,1,18,Cyprus
LANL-GrowthRate,inc case,3,CY,1658,322,827,509,1.27,1.22,0.29,0.53,-0.17,1,17,Cyprus
USC-SIkJalpha,inc case,3,CY,2090,539,956,595,1.17,1,0.33,0.33,-0.04,1,18,Cyprus
epiforecasts-EpiNow2,inc case,3,CY,2480,648,631,1201,1.45,1.57,0.33,0.72,-0.19,1,18,Cyprus
EuroCOVIDhub-baseline,inc case,4,CY,2153,148,1302,703,1,1,0.12,0.47,-0.18,1,17,Cyprus
EuroCOVIDhub-ensemble,inc case,4,CY,3109,932,1126,1051,1.36,1.44,0.24,0.47,0.01,1,17,Cyprus
IEM_Health-CovidProject,inc case,4,CY,2602,237,1214,1151,1.17,1.17,0.12,0.29,0.03,1,17,Cyprus
ILM-EKF,inc case,4,CY,3061,517,1323,1221,1.39,1.39,0.29,0.47,0.04,1,17,Cyprus
LANL-GrowthRate,inc case,4,CY,2276,238,1333,706,1.29,1.21,0.25,0.44,-0.17,1,16,Cyprus
USC-SIkJalpha,inc case,4,CY,2867,607,1442,818,1.3,1.09,0.29,0.29,-0.1,1,17,Cyprus
epiforecasts-EpiNow2,inc case,4,CY,2585,762,1258,565,1.17,1.25,0.35,0.59,-0.27,1,17,Cyprus
USC-SIkJalpha,inc case,5,CY,3369,764,1566,1038,NA,NA,0.31,0.31,-0.1,1,16,Cyprus
UMass-SemiMech,inc case,3,CY,1796,429,884,483,1.27,1.22,0.2,0.47,-0.02,1,15,Cyprus
UMass-SemiMech,inc case,4,CY,2359,452,1212,696,1.29,1.21,0.21,0.57,-0.02,1,14,Cyprus
MUNI-ARIMA,inc case,1,CY,308,84,157,68,1.22,1.22,0.5,0.83,-0.05,1,12,Cyprus
MUNI-ARIMA,inc case,2,CY,927,164,531,231,1.39,1.39,0.36,0.73,0,1,11,Cyprus
RobertWalraven-ESG,inc case,1,CY,792,48,687,57,1.11,1.18,0.1,0.4,-0.42,1,20,Cyprus
MUNI-ARIMA,inc case,3,CY,1490,197,1168,126,1.27,1.22,0.33,0.67,-0.23,1,9,Cyprus
RobertWalraven-ESG,inc case,2,CY,1628,42,1586,0,1.18,1.11,0.16,0.37,-0.53,1,19,Cyprus
MUNI-ARIMA,inc case,4,CY,2201,191,1872,138,1.29,1.21,0.12,0.5,-0.35,1,8,Cyprus
RobertWalraven-ESG,inc case,3,CY,2475,44,2430,0,1.34,1.06,0.17,0.33,-0.58,1,18,Cyprus
RobertWalraven-ESG,inc case,4,CY,3081,44,3036,0,1.4,0.99,0,0.35,-0.66,1,17,Cyprus
EuroCOVIDhub-baseline,inc death,1,CY,3,0,2,1,1,1,0.15,0.85,-0.07,1,20,Cyprus
EuroCOVIDhub-ensemble,inc death,1,CY,2,1,1,1,0.75,0.79,0.55,0.95,0.03,1,20,Cyprus
IEM_Health-CovidProject,inc death,1,CY,3,1,2,1,0.99,1.03,0.4,0.7,-0.15,1,20,Cyprus
ILM-EKF,inc death,1,CY,4,3,0,0,1.28,0.81,0.85,1,0.09,1,20,Cyprus
LANL-GrowthRate,inc death,1,CY,3,1,2,1,0.98,0.88,0.26,0.89,-0.11,1,19,Cyprus
RobertWalraven-ESG,inc death,1,CY,3,0,2,1,0.93,0.87,0.35,0.7,-0.21,1,20,Cyprus
USC-SIkJalpha,inc death,1,CY,3,1,1,1,1.01,0.92,0.3,0.5,0.08,1,20,Cyprus
EuroCOVIDhub-baseline,inc death,2,CY,3,1,1,1,1,1,0.37,0.89,-0.11,1,19,Cyprus
EuroCOVIDhub-ensemble,inc death,2,CY,3,1,1,1,0.81,0.77,0.68,0.95,0.1,1,19,Cyprus
IEM_Health-CovidProject,inc death,2,CY,4,1,2,1,1.26,1.23,0.32,0.74,-0.14,1,19,Cyprus
ILM-EKF,inc death,2,CY,4,4,0,0,1.34,0.71,0.79,1,0.09,1,19,Cyprus
LANL-GrowthRate,inc death,2,CY,4,1,2,1,1.07,0.87,0.28,0.67,-0.09,1,18,Cyprus
RobertWalraven-ESG,inc death,2,CY,4,1,2,1,1.09,0.95,0.42,0.79,-0.18,1,19,Cyprus
USC-SIkJalpha,inc death,2,CY,3,1,1,1,0.92,0.77,0.42,0.58,0.03,1,19,Cyprus
EuroCOVIDhub-baseline,inc death,3,CY,4,1,2,1,1,1,0.39,0.89,-0.14,1,18,Cyprus
EuroCOVIDhub-ensemble,inc death,3,CY,3,2,0,1,0.83,0.6,0.56,0.94,0.11,1,18,Cyprus
IEM_Health-CovidProject,inc death,3,CY,4,1,2,1,1.16,1.11,0.44,0.83,-0.11,1,18,Cyprus
ILM-EKF,inc death,3,CY,5,3,1,1,1.24,0.82,0.67,1,0.03,1,18,Cyprus
LANL-GrowthRate,inc death,3,CY,4,1,2,1,1.01,0.81,0.18,0.59,-0.15,1,17,Cyprus
RobertWalraven-ESG,inc death,3,CY,4,1,2,1,0.91,0.8,0.28,0.78,-0.39,1,18,Cyprus
USC-SIkJalpha,inc death,3,CY,4,1,1,1,0.99,0.79,0.39,0.56,0.02,1,18,Cyprus
EuroCOVIDhub-baseline,inc death,4,CY,4,1,2,1,1,1,0.47,0.88,-0.01,1,17,Cyprus
EuroCOVIDhub-ensemble,inc death,4,CY,7,5,1,1,1.67,0.89,0.53,0.94,0.15,1,17,Cyprus
IEM_Health-CovidProject,inc death,4,CY,5,2,2,1,1.21,1.06,0.35,0.82,0.05,1,17,Cyprus
ILM-EKF,inc death,4,CY,6,4,1,1,1.49,1.08,0.59,1,0.06,1,17,Cyprus
LANL-GrowthRate,inc death,4,CY,5,1,3,1,1.3,0.98,0.19,0.56,-0.09,1,16,Cyprus
RobertWalraven-ESG,inc death,4,CY,4,1,3,1,1.06,0.91,0.47,0.71,-0.3,1,17,Cyprus
UMass-MechBayes,inc death,1,CY,2,1,1,1,0.98,0.72,0.47,1,0.19,1,17,Cyprus
USC-SIkJalpha,inc death,4,CY,5,1,1,2,1.17,0.96,0.35,0.59,-0.04,1,17,Cyprus
UMass-MechBayes,inc death,2,CY,3,1,0,1,1.07,0.78,0.44,0.94,0.25,1,16,Cyprus
USC-SIkJalpha,inc death,5,CY,6,2,2,3,NA,NA,0.5,0.62,0.01,1,16,Cyprus
UMass-MechBayes,inc death,3,CY,4,2,0,2,1.16,0.91,0.4,1,0.25,1,15,Cyprus
UMass-SemiMech,inc death,3,CY,3,1,0,1,0.89,0.72,0.33,1,0.25,1,15,Cyprus
UMass-MechBayes,inc death,4,CY,3,1,1,1,1.11,0.8,0.43,1,0.13,1,14,Cyprus
UMass-SemiMech,inc death,4,CY,4,1,1,2,1.52,1.09,0.36,0.86,0.23,1,14,Cyprus
MUNI-ARIMA,inc death,1,CY,3,1,2,1,0.98,0.88,0.17,0.92,0.02,1,12,Cyprus
MUNI-ARIMA,inc death,2,CY,4,1,1,1,1.07,0.87,0.27,0.91,0.16,1,11,Cyprus
MUNI-ARIMA,inc death,3,CY,4,1,1,2,1.01,0.81,0.33,0.89,0.27,1,9,Cyprus
MUNI-ARIMA,inc death,4,CY,5,1,1,2,1.3,0.98,0.38,0.88,0.35,1,8,Cyprus
EuroCOVIDhub-baseline,inc case,1,CZ,3017,668,9,2341,1,1,0.45,1,0.49,1,20,Czechia
EuroCOVIDhub-ensemble,inc case,1,CZ,1549,1141,23,385,0.47,0.48,0.75,1,0.14,1,20,Czechia
IEM_Health-CovidProject,inc case,1,CZ,3254,1727,33,1494,0.96,1.25,0.45,0.95,0.26,1,20,Czechia
ILM-EKF,inc case,1,CZ,1595,818,96,682,0.49,0.59,0.75,0.95,0.03,1,20,Czechia
LANL-GrowthRate,inc case,1,CZ,2511,1422,1088,0,0.7,0.76,0.58,1,-0.51,1,19,Czechia
MUNI_DMS-SEIAR,inc case,1,CZ,1718,972,383,363,0.7,0.76,0.53,0.89,-0.18,1,19,Czechia
USC-SIkJalpha,inc case,1,CZ,3266,1427,32,1807,0.97,0.87,0.35,0.35,0.5,1,20,Czechia
epiforecasts-EpiNow2,inc case,1,CZ,1998,1008,43,947,0.57,0.67,0.7,0.85,0.14,1,20,Czechia
EuroCOVIDhub-baseline,inc case,2,CZ,5893,1437,9,4447,1,1,0.47,0.89,0.46,1,19,Czechia
EuroCOVIDhub-ensemble,inc case,2,CZ,2722,1502,44,1175,0.42,0.49,0.63,1,0.23,1,19,Czechia
IEM_Health-CovidProject,inc case,2,CZ,5470,2218,76,3176,0.83,1.04,0.32,0.84,0.33,1,19,Czechia
ILM-EKF,inc case,2,CZ,3080,1433,147,1500,0.47,0.55,0.53,0.89,-0.01,1,19,Czechia
LANL-GrowthRate,inc case,2,CZ,2368,1705,595,68,0.57,0.64,0.67,0.94,-0.38,1,18,Czechia
MUNI_DMS-SEIAR,inc case,2,CZ,1758,896,174,689,0.57,0.64,0.44,0.72,-0.05,1,18,Czechia
USC-SIkJalpha,inc case,2,CZ,4463,1521,96,2846,0.69,0.62,0.21,0.32,0.49,1,19,Czechia
epiforecasts-EpiNow2,inc case,2,CZ,3175,1548,132,1495,0.5,0.55,0.58,0.79,0.11,1,19,Czechia
EuroCOVIDhub-baseline,inc case,3,CZ,8779,2107,9,6663,1,1,0.5,0.83,0.48,1,18,Czechia
EuroCOVIDhub-ensemble,inc case,3,CZ,4046,1864,54,2129,0.41,0.49,0.56,1,0.27,1,18,Czechia
IEM_Health-CovidProject,inc case,3,CZ,8041,2758,121,5162,0.82,1,0.28,0.67,0.33,1,18,Czechia
ILM-EKF,inc case,3,CZ,4616,2144,220,2252,0.47,0.56,0.5,0.89,-0.02,1,18,Czechia
LANL-GrowthRate,inc case,3,CZ,3065,1964,268,834,0.52,0.58,0.65,0.94,-0.2,1,17,Czechia
MUNI_DMS-SEIAR,inc case,3,CZ,2354,830,189,1335,0.52,0.58,0.29,0.71,0.07,1,17,Czechia
USC-SIkJalpha,inc case,3,CZ,5453,1604,167,3682,0.56,0.53,0.11,0.28,0.4,1,18,Czechia
epiforecasts-EpiNow2,inc case,3,CZ,3622,1836,215,1571,0.38,0.43,0.44,0.94,0.03,1,18,Czechia
EuroCOVIDhub-baseline,inc case,4,CZ,11359,2676,7,8676,1,1,0.47,0.82,0.52,1,17,Czechia
EuroCOVIDhub-ensemble,inc case,4,CZ,5262,2258,69,2935,0.42,0.49,0.47,1,0.38,1,17,Czechia
IEM_Health-CovidProject,inc case,4,CZ,10518,3371,124,7023,0.83,0.99,0.24,0.59,0.36,1,17,Czechia
ILM-EKF,inc case,4,CZ,5810,2985,245,2580,0.45,0.54,0.47,0.88,0.01,1,17,Czechia
LANL-GrowthRate,inc case,4,CZ,4862,2365,111,2386,0.47,0.52,0.5,1,0.15,1,16,Czechia
MUNI_DMS-SEIAR,inc case,4,CZ,3251,778,269,2204,0.47,0.52,0.12,0.69,0.17,1,16,Czechia
USC-SIkJalpha,inc case,4,CZ,6161,1710,212,4239,0.5,0.46,0.18,0.35,0.36,1,17,Czechia
epiforecasts-EpiNow2,inc case,4,CZ,3391,1777,332,1283,0.29,0.32,0.35,0.88,-0.06,1,17,Czechia
USC-SIkJalpha,inc case,5,CZ,6464,1770,237,4457,NA,NA,0.06,0.19,0.41,1,16,Czechia
UMass-SemiMech,inc case,3,CZ,2468,946,613,908,0.52,0.58,0.33,0.8,0.2,1,15,Czechia
UMass-SemiMech,inc case,4,CZ,2644,1079,482,1082,0.47,0.52,0.21,0.79,0.18,1,14,Czechia
MUNI-ARIMA,inc case,1,CZ,464,385,0,79,0.7,0.76,1,1,0.22,1,12,Czechia
MUNI-ARIMA,inc case,2,CZ,892,803,12,77,0.57,0.64,1,1,0.05,1,11,Czechia
RobertWalraven-ESG,inc case,1,CZ,451,253,42,155,0.92,0.91,0.6,1,0.04,1,20,Czechia
MUNI-ARIMA,inc case,3,CZ,1054,978,52,24,0.52,0.58,1,1,-0.1,1,9,Czechia
RobertWalraven-ESG,inc case,2,CZ,584,317,90,177,0.64,0.72,0.47,1,0.05,1,19,Czechia
MUNI-ARIMA,inc case,4,CZ,1342,1226,108,9,0.47,0.52,1,1,-0.16,1,8,Czechia
RobertWalraven-ESG,inc case,3,CZ,691,381,131,179,0.58,0.6,0.44,1,0.03,1,18,Czechia
RobertWalraven-ESG,inc case,4,CZ,723,455,109,160,0.46,0.5,0.71,1,0.09,1,17,Czechia
EuroCOVIDhub-baseline,inc death,1,CZ,59,11,5,42,1,1,0.3,1,0.44,1,20,Czechia
EuroCOVIDhub-ensemble,inc death,1,CZ,26,16,2,8,0.45,0.38,0.65,1,0.1,1,20,Czechia
IEM_Health-CovidProject,inc death,1,CZ,42,22,3,17,0.72,0.74,0.45,0.8,0.25,1,20,Czechia
ILM-EKF,inc death,1,CZ,37,32,1,4,0.64,0.34,0.8,1,0.08,1,20,Czechia
LANL-GrowthRate,inc death,1,CZ,35,8,22,4,0.89,0.74,0.11,0.74,-0.25,1,19,Czechia
MUNI_DMS-SEIAR,inc death,1,CZ,29,14,6,8,0.68,0.54,0.56,0.94,-0.12,1,18,Czechia
RobertWalraven-ESG,inc death,1,CZ,41,9,5,27,0.7,0.59,0.75,0.85,0.04,1,20,Czechia
USC-SIkJalpha,inc death,1,CZ,60,22,2,36,1.02,0.82,0.2,0.25,0.44,1,20,Czechia
epiforecasts-EpiNow2,inc death,1,CZ,20,10,4,6,0.52,0.39,0.53,1,0.1,1,19,Czechia
EuroCOVIDhub-baseline,inc death,2,CZ,108,24,2,82,1,1,0.42,0.84,0.52,1,19,Czechia
EuroCOVIDhub-ensemble,inc death,2,CZ,42,20,1,20,0.39,0.39,0.63,1,0.22,1,19,Czechia
IEM_Health-CovidProject,inc death,2,CZ,76,29,1,46,0.7,0.73,0.47,0.89,0.41,1,19,Czechia
ILM-EKF,inc death,2,CZ,47,34,1,12,0.44,0.37,0.84,1,0.13,1,19,Czechia
LANL-GrowthRate,inc death,2,CZ,43,11,28,4,0.57,0.5,0.33,0.83,-0.17,1,18,Czechia
MUNI_DMS-SEIAR,inc death,2,CZ,44,14,10,20,0.57,0.52,0.35,1,-0.02,1,17,Czechia
RobertWalraven-ESG,inc death,2,CZ,72,11,2,59,0.67,0.52,0.68,0.84,0.16,1,19,Czechia
USC-SIkJalpha,inc death,2,CZ,84,26,1,57,0.78,0.69,0.26,0.37,0.51,1,19,Czechia
epiforecasts-EpiNow2,inc death,2,CZ,44,17,3,24,0.58,0.54,0.56,0.94,0.29,1,18,Czechia
EuroCOVIDhub-baseline,inc death,3,CZ,164,33,0,131,1,1,0.39,0.72,0.61,1,18,Czechia
