model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
ILM-EKF,inc death,2,BG,56,35,2,19,0.68,76,0.56,0.79,1,0.06,1,28,Bulgaria
LANL-GrowthRate,inc death,2,BG,73,13,34,26,0.85,104,0.75,0.26,0.74,-0.42,1,27,Bulgaria
RobertWalraven-ESG,inc death,2,BG,46,10,34,3,0.63,62,0.54,0.43,0.71,-0.45,1,28,Bulgaria
USC-SIkJalpha,inc death,2,BG,50,21,10,19,0.65,63,0.51,0.21,0.46,0.13,1,28,Bulgaria
epiforecasts-EpiNow2,inc death,2,BG,63,27,7,28,0.7,90,0.64,0.61,0.93,-0.04,1,28,Bulgaria
EuroCOVIDhub-baseline,inc death,3,BG,105,21,37,47,1,163,1,0.3,0.89,0.03,1,27,Bulgaria
EuroCOVIDhub-ensemble,inc death,3,BG,61,33,7,21,0.54,92,0.51,0.63,0.96,0.05,1,27,Bulgaria
IEM_Health-CovidProject,inc death,3,BG,109,57,22,30,0.97,151,0.86,0.56,0.89,0.12,1,27,Bulgaria
ILM-EKF,inc death,3,BG,103,47,5,52,0.92,166,0.93,0.52,0.96,0.06,1,27,Bulgaria
LANL-GrowthRate,inc death,3,BG,95,16,44,35,0.81,134,0.68,0.38,0.73,-0.4,1,26,Bulgaria
RobertWalraven-ESG,inc death,3,BG,64,12,45,7,0.63,85,0.54,0.44,0.63,-0.42,1,27,Bulgaria
USC-SIkJalpha,inc death,3,BG,71,27,12,32,0.7,90,0.55,0.33,0.48,0.06,1,27,Bulgaria
epiforecasts-EpiNow2,inc death,3,BG,96,42,7,48,0.74,146,0.7,0.67,0.96,-0.02,1,27,Bulgaria
EuroCOVIDhub-baseline,inc death,4,BG,140,26,48,66,1,210,1,0.31,0.77,0.07,1,26,Bulgaria
EuroCOVIDhub-ensemble,inc death,4,BG,94,45,13,36,0.62,146,0.6,0.62,0.88,0.05,1,26,Bulgaria
IEM_Health-CovidProject,inc death,4,BG,167,78,35,53,1.13,244,1.04,0.5,0.81,0.16,1,26,Bulgaria
ILM-EKF,inc death,4,BG,193,69,11,113,1.32,303,1.35,0.46,0.92,0.02,1,26,Bulgaria
LANL-GrowthRate,inc death,4,BG,123,24,58,40,0.82,173,0.7,0.28,0.72,-0.45,1,25,Bulgaria
RobertWalraven-ESG,inc death,4,BG,94,13,68,13,0.71,122,0.6,0.46,0.58,-0.38,1,26,Bulgaria
UMass-MechBayes,inc death,1,BG,23,16,5,1,0.61,27,0.54,0.69,0.96,-0.2,1,26,Bulgaria
USC-SIkJalpha,inc death,4,BG,107,37,27,43,0.79,132,0.61,0.31,0.46,0.02,1,26,Bulgaria
epiforecasts-EpiNow2,inc death,4,BG,151,70,4,78,0.89,223,0.82,0.62,1,-0.02,1,26,Bulgaria
UMass-MechBayes,inc death,2,BG,25,17,5,3,0.44,27,0.31,0.68,0.92,-0.16,1,25,Bulgaria
UMass-MechBayes,inc death,3,BG,38,18,10,10,0.55,65,0.55,0.33,0.83,-0.17,1,24,Bulgaria
UMass-MechBayes,inc death,4,BG,55,20,18,18,0.68,114,0.8,0.26,0.78,-0.12,1,23,Bulgaria
MUNI-ARIMA,inc death,1,BG,23,11,4,8,0.81,39,0.85,0.43,1,0.11,1,21,Bulgaria
MUNI-ARIMA,inc death,2,BG,31,16,6,10,0.69,49,0.65,0.55,1,0.08,1,20,Bulgaria
MUNI-ARIMA,inc death,3,BG,46,21,13,12,0.7,72,0.69,0.61,1,-0.06,1,18,Bulgaria
MUNI-ARIMA,inc death,4,BG,56,25,25,6,0.63,79,0.59,0.71,0.88,-0.13,1,17,Bulgaria
Karlen-pypm,inc death,1,BG,19,16,0,3,0.64,22,0.46,0.91,1,0.11,1,11,Bulgaria
Karlen-pypm,inc death,2,BG,31,21,1,9,0.55,53,0.56,0.7,1,0.19,1,10,Bulgaria
Karlen-pypm,inc death,3,BG,69,32,2,34,0.68,133,0.83,0.56,1,0.24,1,9,Bulgaria
Karlen-pypm,inc death,4,BG,178,53,7,118,1.09,311,1.32,0.25,0.75,0.2,1,8,Bulgaria
EuroCOVIDhub-baseline,inc case,1,CH,1473,324,618,532,1,2176,1,0.24,1,0.01,1,29,Switzerland
EuroCOVIDhub-ensemble,inc case,1,CH,1234,558,335,341,0.82,1844,0.85,0.52,1,-0.02,1,29,Switzerland
IEM_Health-CovidProject,inc case,1,CH,1772,419,321,1031,1.19,2448,1.11,0.28,0.69,0.12,1,29,Switzerland
ILM-EKF,inc case,1,CH,1633,517,332,785,1.13,2572,1.2,0.31,0.83,0.13,1,29,Switzerland
LANL-GrowthRate,inc case,1,CH,1662,831,735,97,1.11,2309,1.04,0.64,0.89,-0.27,1,28,Switzerland
USC-SIkJalpha,inc case,1,CH,1721,356,765,599,1.16,2239,1.01,0.24,0.55,-0.07,1,29,Switzerland
epiforecasts-EpiNow2,inc case,1,CH,2148,1416,318,415,1.49,2959,1.37,0.61,0.93,0.08,1,28,Switzerland
EuroCOVIDhub-baseline,inc case,2,CH,2124,642,820,662,1,3327,1,0.21,1,-0.07,1,28,Switzerland
EuroCOVIDhub-ensemble,inc case,2,CH,2139,807,598,734,1.02,2792,0.85,0.46,0.86,-0.01,1,28,Switzerland
IEM_Health-CovidProject,inc case,2,CH,3314,629,706,1979,1.59,4516,1.38,0.25,0.57,0.21,1,28,Switzerland
ILM-EKF,inc case,2,CH,2834,1004,378,1452,1.38,4191,1.29,0.43,0.82,0.16,1,28,Switzerland
LANL-GrowthRate,inc case,2,CH,2109,874,1040,195,1,3032,0.92,0.48,0.85,-0.21,1,27,Switzerland
USC-SIkJalpha,inc case,2,CH,3558,404,1380,1774,1.75,4066,1.26,0.32,0.36,-0.17,1,28,Switzerland
epiforecasts-EpiNow2,inc case,2,CH,4361,2770,525,1066,2.19,5839,1.82,0.56,0.89,0.07,1,27,Switzerland
EuroCOVIDhub-baseline,inc case,3,CH,2571,914,1044,612,1,4279,1,0.22,1,-0.09,1,27,Switzerland
EuroCOVIDhub-ensemble,inc case,3,CH,2828,1173,861,793,1.14,3777,0.9,0.44,0.81,0.07,1,27,Switzerland
IEM_Health-CovidProject,inc case,3,CH,5034,977,1111,2946,2.08,6552,1.59,0.3,0.52,0.19,1,27,Switzerland
ILM-EKF,inc case,3,CH,4233,1705,509,2018,1.74,6336,1.55,0.41,0.85,0.21,1,27,Switzerland
LANL-GrowthRate,inc case,3,CH,2572,928,1426,218,1.02,3659,0.86,0.38,0.77,-0.18,1,26,Switzerland
USC-SIkJalpha,inc case,3,CH,4907,463,1827,2617,2.08,5494,1.35,0.37,0.44,-0.19,1,27,Switzerland
epiforecasts-EpiNow2,inc case,3,CH,6668,4012,776,1880,2.89,9148,2.27,0.38,0.88,0.11,1,26,Switzerland
EuroCOVIDhub-baseline,inc case,4,CH,3295,1152,1351,792,1,5575,1,0.31,1,-0.06,1,26,Switzerland
EuroCOVIDhub-ensemble,inc case,4,CH,4024,1593,951,1480,1.27,5373,0.98,0.42,0.81,0.03,1,26,Switzerland
IEM_Health-CovidProject,inc case,4,CH,7043,1594,1509,3941,2.26,9743,1.8,0.23,0.46,0.12,1,26,Switzerland
ILM-EKF,inc case,4,CH,7518,2964,753,3802,2.46,11123,2.1,0.31,0.77,0.23,1,26,Switzerland
LANL-GrowthRate,inc case,4,CH,3466,961,2131,374,1.09,4942,0.89,0.32,0.72,-0.17,1,25,Switzerland
USC-SIkJalpha,inc case,4,CH,7952,557,2152,5243,2.7,8794,1.69,0.31,0.35,-0.25,1,26,Switzerland
epiforecasts-EpiNow2,inc case,4,CH,7188,4107,934,2147,2.34,10221,1.9,0.44,0.88,0.11,1,25,Switzerland
MUNI-ARIMA,inc case,1,CH,2004,319,512,1174,1.09,2786,1.11,0.33,0.71,0.04,1,21,Switzerland
MUNI-ARIMA,inc case,2,CH,3140,712,680,1748,1.18,4625,1.19,0.25,0.8,0.07,1,20,Switzerland
RobertWalraven-ESG,inc case,1,CH,1639,242,1168,229,0.98,2266,0.99,0.34,0.76,-0.43,1,29,Switzerland
MUNI-ARIMA,inc case,3,CH,4114,1170,1030,1914,1.3,6088,1.21,0.33,0.89,0.01,1,18,Switzerland
RobertWalraven-ESG,inc case,2,CH,2271,286,1706,279,0.93,3106,0.9,0.39,0.71,-0.39,1,28,Switzerland
MUNI-ARIMA,inc case,4,CH,5083,1672,1472,1939,1.22,7917,1.18,0.35,0.94,-0.04,1,17,Switzerland
RobertWalraven-ESG,inc case,3,CH,3315,323,2626,366,1.14,4314,0.99,0.3,0.67,-0.4,1,27,Switzerland
RobertWalraven-ESG,inc case,4,CH,5339,341,4131,867,1.38,5953,1.07,0.35,0.58,-0.42,1,26,Switzerland
Karlen-pypm,inc case,1,CH,3349,1012,327,2010,1.46,5214,1.57,0.27,0.82,0.46,1,11,Switzerland
Karlen-pypm,inc case,2,CH,9269,1982,985,6302,2.65,13695,2.59,0.2,0.4,0.37,1,10,Switzerland
Karlen-pypm,inc case,3,CH,18661,3972,1099,13591,4.38,27556,4.15,0,0.56,0.51,1,9,Switzerland
Karlen-pypm,inc case,4,CH,34975,7371,576,27028,5.7,51544,5.19,0.12,0.25,0.54,1,8,Switzerland
EuroCOVIDhub-baseline,inc death,1,CH,11,6,2,3,1,15,1,0.66,1,0.1,1,29,Switzerland
EuroCOVIDhub-ensemble,inc death,1,CH,8,4,1,3,0.69,11,0.77,0.48,0.9,0.25,1,29,Switzerland
IEM_Health-CovidProject,inc death,1,CH,10,4,1,5,1.01,14,0.99,0.52,0.79,0.25,1,29,Switzerland
ILM-EKF,inc death,1,CH,12,8,0,3,1.16,14,0.96,0.69,0.97,0.32,1,29,Switzerland
LANL-GrowthRate,inc death,1,CH,10,3,3,5,0.99,16,1.05,0.32,0.75,0.14,1,28,Switzerland
RobertWalraven-ESG,inc death,1,CH,6,4,1,1,0.61,9,0.64,0.69,0.97,-0.06,1,29,Switzerland
USC-SIkJalpha,inc death,1,CH,9,2,2,5,0.86,12,0.82,0.48,0.59,0.29,1,29,Switzerland
epiforecasts-EpiNow2,inc death,1,CH,12,5,0,7,1.11,19,1.23,0.48,0.93,0.41,1,27,Switzerland
EuroCOVIDhub-baseline,inc death,2,CH,13,11,1,2,1,16,1,1,1,0.05,1,28,Switzerland
EuroCOVIDhub-ensemble,inc death,2,CH,8,5,0,3,0.57,12,0.73,0.61,0.96,0.28,1,28,Switzerland
IEM_Health-CovidProject,inc death,2,CH,14,6,1,7,1.13,20,1.36,0.46,0.79,0.24,1,28,Switzerland
ILM-EKF,inc death,2,CH,15,10,0,5,1.18,19,1.23,0.64,0.96,0.38,1,28,Switzerland
LANL-GrowthRate,inc death,2,CH,13,3,4,6,0.94,19,1.2,0.26,0.59,0.19,1,27,Switzerland
RobertWalraven-ESG,inc death,2,CH,6,5,1,0,0.47,8,0.54,0.82,1,-0.08,1,28,Switzerland
USC-SIkJalpha,inc death,2,CH,9,2,1,6,0.69,14,0.87,0.39,0.54,0.35,1,28,Switzerland
epiforecasts-EpiNow2,inc death,2,CH,21,10,0,11,1.67,31,2.02,0.38,0.92,0.46,1,26,Switzerland
EuroCOVIDhub-baseline,inc death,3,CH,17,14,1,2,1,19,1,1,1,0.05,1,27,Switzerland
EuroCOVIDhub-ensemble,inc death,3,CH,10,6,1,4,0.56,15,0.74,0.67,0.96,0.28,1,27,Switzerland
IEM_Health-CovidProject,inc death,3,CH,21,8,2,11,1.38,32,1.79,0.37,0.89,0.19,1,27,Switzerland
ILM-EKF,inc death,3,CH,21,12,0,9,1.33,28,1.54,0.56,0.93,0.4,1,27,Switzerland
LANL-GrowthRate,inc death,3,CH,16,4,5,7,0.96,22,1.15,0.27,0.54,0.16,1,26,Switzerland
RobertWalraven-ESG,inc death,3,CH,7,5,1,1,0.44,10,0.54,0.81,1,-0.12,1,27,Switzerland
USC-SIkJalpha,inc death,3,CH,9,3,1,5,0.51,13,0.61,0.37,0.56,0.23,1,27,Switzerland
epiforecasts-EpiNow2,inc death,3,CH,46,26,1,19,3.01,59,3.34,0.4,0.92,0.42,1,25,Switzerland
EuroCOVIDhub-baseline,inc death,4,CH,20,17,1,2,1,24,1,1,1,0.05,1,26,Switzerland
EuroCOVIDhub-ensemble,inc death,4,CH,13,7,1,5,0.62,19,0.77,0.5,0.92,0.29,1,26,Switzerland
IEM_Health-CovidProject,inc death,4,CH,19,8,4,7,0.93,29,1.18,0.31,0.88,0.16,1,26,Switzerland
ILM-EKF,inc death,4,CH,31,17,0,14,1.66,44,1.96,0.38,0.96,0.45,1,26,Switzerland
LANL-GrowthRate,inc death,4,CH,19,4,6,9,0.97,26,1.07,0.24,0.52,0.17,1,25,Switzerland
RobertWalraven-ESG,inc death,4,CH,9,6,3,0,0.46,12,0.53,0.81,1,-0.22,1,26,Switzerland
USC-SIkJalpha,inc death,4,CH,12,3,3,6,0.58,17,0.69,0.27,0.46,0.28,1,26,Switzerland
epiforecasts-EpiNow2,inc death,4,CH,74,43,1,31,4.29,99,4.61,0.33,0.92,0.4,1,24,Switzerland
UMass-MechBayes,inc death,1,CH,10,2,1,7,0.99,15,1.08,0.28,0.88,0.28,1,25,Switzerland
UMass-MechBayes,inc death,2,CH,10,3,1,6,0.72,15,0.97,0.38,0.92,0.34,1,24,Switzerland
UMass-MechBayes,inc death,3,CH,11,5,0,6,0.65,16,0.92,0.43,1,0.35,1,23,Switzerland
UMass-MechBayes,inc death,4,CH,14,6,1,7,0.74,22,1.02,0.41,0.86,0.3,1,22,Switzerland
MUNI-ARIMA,inc death,1,CH,10,3,3,3,1.17,15,1.33,0.43,0.86,0.04,1,21,Switzerland
MUNI-ARIMA,inc death,2,CH,10,6,3,2,0.98,16,1.42,0.55,1,-0.04,1,20,Switzerland
MUNI-ARIMA,inc death,3,CH,13,8,2,2,0.96,19,1.4,0.72,1,-0.04,1,18,Switzerland
MUNI-ARIMA,inc death,4,CH,16,11,2,3,0.98,21,1.23,0.82,1,-0.06,1,17,Switzerland
Karlen-pypm,inc death,1,CH,4,2,2,1,0.53,8,0.7,0.45,1,-0.13,1,11,Switzerland
Karlen-pypm,inc death,2,CH,6,3,2,1,0.59,9,0.74,0.5,0.9,0.04,1,10,Switzerland
Karlen-pypm,inc death,3,CH,13,4,5,4,0.79,22,1.25,0.44,0.78,0.14,1,9,Switzerland
Karlen-pypm,inc death,4,CH,25,8,6,12,1.25,43,1.88,0.12,0.75,0.3,1,8,Switzerland
EuroCOVIDhub-baseline,inc case,1,CY,626,47,298,280,1,846,1,0.07,0.83,0.14,1,29,Cyprus
EuroCOVIDhub-ensemble,inc case,1,CY,485,183,113,189,0.8,710,0.85,0.45,0.79,0.1,1,29,Cyprus
IEM_Health-CovidProject,inc case,1,CY,634,76,174,384,1.02,850,1,0.14,0.38,0.04,1,29,Cyprus
ILM-EKF,inc case,1,CY,1381,211,284,885,2.48,1828,2.3,0.34,0.55,0.1,1,29,Cyprus
LANL-GrowthRate,inc case,1,CY,461,102,179,180,0.75,649,0.76,0.32,0.75,-0.35,1,28,Cyprus
USC-SIkJalpha,inc case,1,CY,824,382,221,221,1.32,843,1,0.45,0.55,0.07,1,29,Cyprus
epiforecasts-EpiNow2,inc case,1,CY,642,264,128,251,1.12,946,1.16,0.59,0.86,0.01,1,29,Cyprus
EuroCOVIDhub-baseline,inc case,2,CY,1089,102,499,488,1,1467,1,0.14,0.68,0.11,1,28,Cyprus
EuroCOVIDhub-ensemble,inc case,2,CY,1187,357,272,557,1.09,1678,1.15,0.36,0.68,0.14,1,28,Cyprus
IEM_Health-CovidProject,inc case,2,CY,1318,124,345,849,1.22,1673,1.14,0.07,0.36,0.19,1,28,Cyprus
ILM-EKF,inc case,2,CY,3172,463,429,2280,3.39,4167,3.18,0.29,0.57,0.12,1,28,Cyprus
LANL-GrowthRate,inc case,2,CY,1081,226,300,556,0.99,1545,1.05,0.22,0.7,-0.12,1,27,Cyprus
USC-SIkJalpha,inc case,2,CY,1246,481,406,359,1.11,1317,0.87,0.32,0.54,0.03,1,28,Cyprus
epiforecasts-EpiNow2,inc case,2,CY,1585,573,223,790,1.54,2373,1.65,0.39,0.79,-0.05,1,28,Cyprus
EuroCOVIDhub-baseline,inc case,3,CY,1540,150,711,680,1,2069,1,0.15,0.59,0.14,1,27,Cyprus
EuroCOVIDhub-ensemble,inc case,3,CY,2187,655,483,1048,1.43,2932,1.43,0.33,0.63,0.17,1,27,Cyprus
IEM_Health-CovidProject,inc case,3,CY,2141,201,576,1364,1.4,2638,1.27,0.19,0.33,0.29,1,27,Cyprus
ILM-EKF,inc case,3,CY,6466,1068,622,4776,5.06,8561,4.66,0.3,0.59,0.15,1,27,Cyprus
LANL-GrowthRate,inc case,3,CY,1739,363,538,837,1.14,2404,1.16,0.35,0.58,0.02,1,26,Cyprus
USC-SIkJalpha,inc case,3,CY,1747,582,639,526,1.07,1878,0.86,0.33,0.52,0.03,1,27,Cyprus
epiforecasts-EpiNow2,inc case,3,CY,2276,725,465,1086,1.52,3101,1.46,0.48,0.74,-0.07,1,27,Cyprus
EuroCOVIDhub-baseline,inc case,4,CY,1907,188,866,853,1,2574,1,0.12,0.58,0.11,1,26,Cyprus
EuroCOVIDhub-ensemble,inc case,4,CY,3279,957,734,1588,1.75,4408,1.74,0.23,0.58,0.2,1,26,Cyprus
IEM_Health-CovidProject,inc case,4,CY,2926,316,790,1820,1.52,3636,1.38,0.15,0.38,0.27,1,26,Cyprus
ILM-EKF,inc case,4,CY,12898,2594,870,9435,8.33,17334,7.75,0.31,0.5,0.19,1,26,Cyprus
LANL-GrowthRate,inc case,4,CY,2207,410,844,953,1.16,2917,1.12,0.32,0.48,0.09,1,25,Cyprus
USC-SIkJalpha,inc case,4,CY,2396,752,957,686,1.16,2537,0.93,0.38,0.46,-0.02,1,26,Cyprus
epiforecasts-EpiNow2,inc case,4,CY,2336,795,869,673,1.15,3160,1.12,0.42,0.65,-0.12,1,26,Cyprus
MUNI-ARIMA,inc case,1,CY,381,93,167,121,0.63,530,0.63,0.48,0.81,0.01,1,21,Cyprus
MUNI-ARIMA,inc case,2,CY,784,215,302,267,0.7,1165,0.78,0.35,0.85,0.17,1,20,Cyprus
RobertWalraven-ESG,inc case,1,CY,764,81,415,269,1.24,997,1.19,0.14,0.45,-0.16,1,29,Cyprus
MUNI-ARIMA,inc case,3,CY,1231,305,578,348,0.78,1775,0.86,0.33,0.83,0.16,1,18,Cyprus
RobertWalraven-ESG,inc case,2,CY,1267,100,817,350,1.14,1557,1.06,0.21,0.39,-0.16,1,28,Cyprus
MUNI-ARIMA,inc case,4,CY,1686,381,868,437,0.86,2454,0.94,0.24,0.76,0.18,1,17,Cyprus
RobertWalraven-ESG,inc case,3,CY,1627,121,1174,332,0.97,1978,0.92,0.22,0.41,-0.22,1,27,Cyprus
RobertWalraven-ESG,inc case,4,CY,2011,140,1548,323,0.95,2343,0.87,0.12,0.38,-0.34,1,26,Cyprus
Karlen-pypm,inc case,1,CY,844,305,97,443,1.17,1399,1.43,0.36,0.91,0.04,1,11,Cyprus
Karlen-pypm,inc case,2,CY,2247,507,93,1647,2.08,3414,2.26,0.2,0.9,0.11,1,10,Cyprus
Karlen-pypm,inc case,3,CY,4926,748,140,4038,3.49,6887,3.4,0.11,0.78,0.16,1,9,Cyprus
Karlen-pypm,inc case,4,CY,8037,721,137,7179,4.95,10631,4.48,0,0.75,0.22,1,8,Cyprus
EuroCOVIDhub-baseline,inc death,1,CY,3,0,2,1,1,4,1,0.24,0.83,-0.02,1,29,Cyprus
EuroCOVIDhub-ensemble,inc death,1,CY,2,1,1,0,0.82,4,0.87,0.55,0.97,-0.08,1,29,Cyprus
IEM_Health-CovidProject,inc death,1,CY,3,1,1,1,0.98,5,1.08,0.41,0.79,-0.09,1,29,Cyprus
ILM-EKF,inc death,1,CY,4,4,0,0,1.4,4,0.84,0.86,1,0.04,1,29,Cyprus
LANL-GrowthRate,inc death,1,CY,3,1,2,1,1.09,5,1.23,0.32,0.89,-0.13,1,28,Cyprus
RobertWalraven-ESG,inc death,1,CY,3,0,2,1,1.05,4,0.97,0.31,0.62,-0.23,1,29,Cyprus
USC-SIkJalpha,inc death,1,CY,4,1,2,1,1.17,5,1.05,0.24,0.41,-0.03,1,29,Cyprus
epiforecasts-EpiNow2,inc death,1,CY,3,1,1,0,0.88,4,0.85,0.68,0.96,-0.06,1,25,Cyprus
EuroCOVIDhub-baseline,inc death,2,CY,3,1,1,1,1,5,1,0.39,0.89,-0.08,1,28,Cyprus
EuroCOVIDhub-ensemble,inc death,2,CY,3,1,1,1,0.83,4,0.83,0.61,0.96,-0.04,1,28,Cyprus
IEM_Health-CovidProject,inc death,2,CY,4,1,2,1,1.3,6,1.25,0.32,0.79,-0.09,1,28,Cyprus
ILM-EKF,inc death,2,CY,5,4,0,0,1.54,4,0.89,0.86,1,0.07,1,28,Cyprus
LANL-GrowthRate,inc death,2,CY,4,1,2,1,1.32,6,1.25,0.33,0.67,-0.13,1,27,Cyprus
RobertWalraven-ESG,inc death,2,CY,4,1,2,1,1.12,5,0.96,0.32,0.71,-0.27,1,28,Cyprus
USC-SIkJalpha,inc death,2,CY,4,1,2,1,1.23,5,1.02,0.32,0.43,-0.06,1,28,Cyprus
epiforecasts-EpiNow2,inc death,2,CY,3,2,1,1,1.05,5,1,0.5,0.96,-0.01,1,24,Cyprus
EuroCOVIDhub-baseline,inc death,3,CY,4,1,2,1,1,6,1,0.44,0.81,-0.13,1,27,Cyprus
EuroCOVIDhub-ensemble,inc death,3,CY,3,2,1,1,0.79,4,0.65,0.48,0.96,-0.03,1,27,Cyprus
IEM_Health-CovidProject,inc death,3,CY,5,2,2,1,1.34,8,1.23,0.41,0.78,-0.11,1,27,Cyprus
ILM-EKF,inc death,3,CY,8,6,0,1,2.01,9,1.49,0.67,1,0.07,1,27,Cyprus
LANL-GrowthRate,inc death,3,CY,5,1,3,1,1.25,7,1.15,0.19,0.58,-0.2,1,26,Cyprus
RobertWalraven-ESG,inc death,3,CY,4,1,3,1,1.09,6,0.92,0.22,0.7,-0.46,1,27,Cyprus
USC-SIkJalpha,inc death,3,CY,5,1,2,1,1.15,6,0.92,0.33,0.48,-0.13,1,27,Cyprus
epiforecasts-EpiNow2,inc death,3,CY,4,3,1,1,1,6,0.96,0.57,0.96,-0,1,23,Cyprus
EuroCOVIDhub-baseline,inc death,4,CY,5,1,2,1,1,7,1,0.46,0.88,-0.07,1,26,Cyprus
EuroCOVIDhub-ensemble,inc death,4,CY,6,5,1,1,1.25,6,0.86,0.54,0.96,0.03,1,26,Cyprus
IEM_Health-CovidProject,inc death,4,CY,7,2,3,2,1.43,9,1.23,0.38,0.77,-0.03,1,26,Cyprus
ILM-EKF,inc death,4,CY,14,9,1,4,3.4,17,2.65,0.58,1,0.1,1,26,Cyprus
LANL-GrowthRate,inc death,4,CY,6,1,4,1,1.28,8,1.12,0.24,0.52,-0.2,1,25,Cyprus
RobertWalraven-ESG,inc death,4,CY,5,1,4,1,1.19,7,0.99,0.35,0.58,-0.43,1,26,Cyprus
UMass-MechBayes,inc death,1,CY,2,1,1,1,0.79,4,0.93,0.42,0.96,-0.05,1,26,Cyprus
USC-SIkJalpha,inc death,4,CY,6,1,2,2,1.2,7,0.94,0.31,0.58,-0.14,1,26,Cyprus
epiforecasts-EpiNow2,inc death,4,CY,6,4,1,1,1.25,8,1.11,0.55,0.95,-0.04,1,22,Cyprus
UMass-MechBayes,inc death,2,CY,3,1,1,1,0.87,5,0.95,0.4,0.92,-0.02,1,25,Cyprus
UMass-MechBayes,inc death,3,CY,4,2,1,1,1.03,6,1.04,0.38,0.96,0.04,1,24,Cyprus
UMass-MechBayes,inc death,4,CY,9,3,1,5,2.01,13,1.87,0.39,0.87,0.07,1,23,Cyprus
MUNI-ARIMA,inc death,1,CY,3,1,2,1,1.09,5,1.19,0.33,0.95,-0.06,1,21,Cyprus
MUNI-ARIMA,inc death,2,CY,4,1,2,1,1.17,6,1.16,0.45,0.9,0.01,1,20,Cyprus
MUNI-ARIMA,inc death,3,CY,5,2,2,1,1.22,7,1.14,0.39,0.83,0.01,1,18,Cyprus
MUNI-ARIMA,inc death,4,CY,6,2,3,1,1.3,9,1.17,0.41,0.76,-0.02,1,17,Cyprus
Karlen-pypm,inc death,1,CY,3,1,1,0,0.78,4,0.81,0.55,1,-0.33,1,11,Cyprus
Karlen-pypm,inc death,2,CY,3,1,1,0,0.7,5,0.71,0.6,1,-0.34,1,10,Cyprus
Karlen-pypm,inc death,3,CY,5,2,2,0,0.88,7,0.95,0.22,1,-0.42,1,9,Cyprus
Karlen-pypm,inc death,4,CY,7,2,3,2,1.38,12,1.47,0.38,0.88,-0.42,1,8,Cyprus
EuroCOVIDhub-baseline,inc case,1,CZ,2202,617,24,1561,1,3001,1,0.59,1,0.29,1,29,Czechia
EuroCOVIDhub-ensemble,inc case,1,CZ,1109,853,30,226,0.45,1473,0.49,0.79,1,0.09,1,29,Czechia
IEM_Health-CovidProject,inc case,1,CZ,2240,1265,45,930,0.79,3738,1.18,0.52,0.93,0.16,1,29,Czechia
ILM-EKF,inc case,1,CZ,1154,632,79,443,0.5,1854,0.62,0.72,0.97,0.02,1,29,Czechia
LANL-GrowthRate,inc case,1,CZ,1755,1036,719,0,0.7,2977,1.03,0.46,0.96,-0.56,1,28,Czechia
MUNI_DMS-SEIAR,inc case,1,CZ,1205,725,247,233,0.52,1950,0.67,0.57,0.93,-0.08,1,28,Czechia
USC-SIkJalpha,inc case,1,CZ,2303,1035,60,1208,0.84,2622,0.87,0.28,0.41,0.36,1,29,Czechia
epiforecasts-EpiNow2,inc case,1,CZ,1430,758,40,631,0.56,2084,0.67,0.59,0.9,0.07,1,29,Czechia
EuroCOVIDhub-baseline,inc case,2,CZ,4249,1326,24,2899,1,6017,1,0.64,0.93,0.28,1,28,Czechia
EuroCOVIDhub-ensemble,inc case,2,CZ,1905,1110,72,722,0.4,3009,0.51,0.61,0.93,0.1,1,28,Czechia
IEM_Health-CovidProject,inc case,2,CZ,3704,1600,103,2001,0.67,6213,0.95,0.39,0.82,0.19,1,28,Czechia
ILM-EKF,inc case,2,CZ,2169,1081,130,957,0.46,3426,0.57,0.54,0.93,-0.02,1,28,Czechia
LANL-GrowthRate,inc case,2,CZ,1716,1223,453,39,0.39,2145,0.42,0.52,0.89,-0.42,1,27,Czechia
MUNI_DMS-SEIAR,inc case,2,CZ,1368,668,154,547,0.38,2068,0.46,0.33,0.7,0.02,1,27,Czechia
USC-SIkJalpha,inc case,2,CZ,3172,1090,159,1924,0.66,3844,0.67,0.14,0.25,0.29,1,28,Czechia
epiforecasts-EpiNow2,inc case,2,CZ,2319,1176,134,1009,0.54,3559,0.67,0.5,0.82,0.04,1,28,Czechia
EuroCOVIDhub-baseline,inc case,3,CZ,6218,1928,22,4268,1,8758,1,0.67,0.89,0.29,1,27,Czechia
EuroCOVIDhub-ensemble,inc case,3,CZ,2805,1366,103,1336,0.41,4443,0.55,0.52,0.96,0.11,1,27,Czechia
IEM_Health-CovidProject,inc case,3,CZ,5350,1957,154,3240,0.66,8770,0.96,0.37,0.7,0.15,1,27,Czechia
ILM-EKF,inc case,3,CZ,3179,1578,194,1406,0.45,5085,0.61,0.48,0.93,-0.06,1,27,Czechia
LANL-GrowthRate,inc case,3,CZ,2164,1386,283,495,0.34,3246,0.42,0.42,0.88,-0.28,1,26,Czechia
MUNI_DMS-SEIAR,inc case,3,CZ,1847,617,190,1040,0.36,3069,0.45,0.23,0.65,0.09,1,26,Czechia
USC-SIkJalpha,inc case,3,CZ,3792,1134,257,2401,0.54,4731,0.58,0.11,0.26,0.12,1,27,Czechia
