model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
ILM-EKF,inc death,1,BG,38,30,2,6,0.76,42,0.53,0.93,1,0.02,1,28,Bulgaria
LANL-GrowthRate,inc death,1,BG,45,9,21,15,0.85,65,0.79,0.22,0.74,-0.3,1,27,Bulgaria
RobertWalraven-ESG,inc death,1,BG,39,8,28,3,0.81,53,0.72,0.36,0.75,-0.49,1,28,Bulgaria
USC-SIkJalpha,inc death,1,BG,41,15,11,15,0.8,45,0.56,0.32,0.43,0.07,1,28,Bulgaria
EuroCOVIDhub-baseline,inc death,2,BG,76,15,30,31,1,118,1,0.26,0.93,0.05,1,27,Bulgaria
EuroCOVIDhub-ensemble,inc death,2,BG,40,24,5,11,0.47,56,0.38,0.78,0.96,-0.03,1,27,Bulgaria
IEM_Health-CovidProject,inc death,2,BG,76,42,19,15,0.92,100,0.78,0.56,0.85,0.03,1,27,Bulgaria
ILM-EKF,inc death,2,BG,57,35,2,20,0.67,78,0.57,0.78,1,0.06,1,27,Bulgaria
LANL-GrowthRate,inc death,2,BG,73,11,35,27,0.84,106,0.74,0.23,0.73,-0.45,1,26,Bulgaria
RobertWalraven-ESG,inc death,2,BG,47,10,34,3,0.62,62,0.53,0.44,0.74,-0.43,1,27,Bulgaria
USC-SIkJalpha,inc death,2,BG,50,21,10,19,0.64,63,0.5,0.22,0.44,0.11,1,27,Bulgaria
epiforecasts-EpiNow2,inc death,2,BG,63,27,6,30,0.68,89,0.61,0.63,0.93,-0.02,1,27,Bulgaria
EuroCOVIDhub-baseline,inc death,3,BG,108,21,37,49,1,166,1,0.31,0.88,0.05,1,26,Bulgaria
EuroCOVIDhub-ensemble,inc death,3,BG,60,32,7,20,0.5,88,0.46,0.65,0.96,0.03,1,26,Bulgaria
IEM_Health-CovidProject,inc death,3,BG,109,57,22,30,0.94,152,0.83,0.54,0.88,0.1,1,26,Bulgaria
ILM-EKF,inc death,3,BG,101,45,5,50,0.86,161,0.86,0.54,0.96,0.04,1,26,Bulgaria
LANL-GrowthRate,inc death,3,BG,98,16,46,36,0.82,138,0.69,0.36,0.72,-0.42,1,25,Bulgaria
RobertWalraven-ESG,inc death,3,BG,66,12,47,7,0.64,88,0.55,0.42,0.62,-0.42,1,26,Bulgaria
USC-SIkJalpha,inc death,3,BG,66,27,13,27,0.62,81,0.47,0.35,0.5,0.02,1,26,Bulgaria
epiforecasts-EpiNow2,inc death,3,BG,96,42,4,50,0.69,144,0.64,0.69,0.96,0.01,1,26,Bulgaria
EuroCOVIDhub-baseline,inc death,4,BG,140,26,46,69,1,209,1,0.32,0.76,0.1,1,25,Bulgaria
EuroCOVIDhub-ensemble,inc death,4,BG,91,44,13,33,0.58,137,0.53,0.64,0.88,0.02,1,25,Bulgaria
IEM_Health-CovidProject,inc death,4,BG,165,77,36,51,1.1,239,1,0.52,0.8,0.13,1,25,Bulgaria
ILM-EKF,inc death,4,BG,174,64,11,99,1.11,274,1.17,0.48,0.96,-0.02,1,25,Bulgaria
LANL-GrowthRate,inc death,4,BG,126,23,61,42,0.85,178,0.73,0.25,0.71,-0.48,1,24,Bulgaria
RobertWalraven-ESG,inc death,4,BG,94,13,68,13,0.72,122,0.6,0.48,0.6,-0.35,1,25,Bulgaria
UMass-MechBayes,inc death,1,BG,23,16,6,1,0.6,28,0.55,0.68,0.96,-0.2,1,25,Bulgaria
USC-SIkJalpha,inc death,4,BG,97,38,28,30,0.69,119,0.53,0.32,0.48,-0.02,1,25,Bulgaria
epiforecasts-EpiNow2,inc death,4,BG,155,70,4,81,0.91,230,0.85,0.6,1,-0.02,1,25,Bulgaria
LANL-GrowthRate,inc death,5,BG,144,29,72,43,NA,196,NA,0.3,0.7,-0.27,1,23,Bulgaria
UMass-MechBayes,inc death,2,BG,24,16,5,3,0.43,28,0.32,0.67,0.92,-0.17,1,24,Bulgaria
USC-SIkJalpha,inc death,5,BG,104,51,35,18,NA,135,NA,0.33,0.58,-0.19,1,24,Bulgaria
LANL-GrowthRate,inc death,6,BG,156,34,73,50,NA,212,NA,0.36,0.68,-0.12,1,22,Bulgaria
UMass-MechBayes,inc death,3,BG,33,16,10,6,0.48,58,0.49,0.35,0.83,-0.21,1,23,Bulgaria
UMass-MechBayes,inc death,4,BG,44,17,19,8,0.58,97,0.7,0.27,0.77,-0.17,1,22,Bulgaria
MUNI-ARIMA,inc death,1,BG,23,10,4,8,0.79,39,0.84,0.4,1,0.1,1,20,Bulgaria
MUNI-ARIMA,inc death,2,BG,32,15,6,10,0.7,51,0.68,0.53,1,0.09,1,19,Bulgaria
MUNI-ARIMA,inc death,3,BG,42,19,14,9,0.67,65,0.64,0.65,1,-0.11,1,17,Bulgaria
MUNI-ARIMA,inc death,4,BG,56,23,26,7,0.69,83,0.67,0.69,0.88,-0.14,1,16,Bulgaria
Karlen-pypm,inc death,1,BG,16,13,0,2,0.51,14,0.28,0.9,1,0.07,1,10,Bulgaria
Karlen-pypm,inc death,2,BG,28,19,1,8,0.5,47,0.49,0.67,1,0.16,1,9,Bulgaria
Karlen-pypm,inc death,3,BG,63,30,3,30,0.63,119,0.76,0.62,1,0.19,1,8,Bulgaria
Karlen-pypm,inc death,4,BG,146,44,8,94,0.9,257,1.14,0.29,0.71,0.09,1,7,Bulgaria
EuroCOVIDhub-baseline,inc case,1,CH,1414,323,640,452,1,2086,1,0.25,1,-0.02,1,28,Switzerland
EuroCOVIDhub-ensemble,inc case,1,CH,1208,537,347,325,0.84,1776,0.85,0.5,1,-0.04,1,28,Switzerland
IEM_Health-CovidProject,inc case,1,CH,1646,419,333,895,1.14,2296,1.07,0.29,0.71,0.09,1,28,Switzerland
ILM-EKF,inc case,1,CH,1584,509,343,732,1.15,2487,1.21,0.32,0.82,0.1,1,28,Switzerland
LANL-GrowthRate,inc case,1,CH,1648,791,762,95,1.14,2329,1.09,0.63,0.89,-0.29,1,27,Switzerland
USC-SIkJalpha,inc case,1,CH,1740,355,792,592,1.23,2227,1.05,0.25,0.57,-0.11,1,28,Switzerland
EuroCOVIDhub-baseline,inc case,2,CH,1890,640,850,400,1,3004,1,0.22,1,-0.11,1,27,Switzerland
EuroCOVIDhub-ensemble,inc case,2,CH,2001,798,620,583,1.09,2587,0.88,0.48,0.89,-0.04,1,27,Switzerland
IEM_Health-CovidProject,inc case,2,CH,2999,630,732,1637,1.64,4176,1.42,0.26,0.59,0.18,1,27,Switzerland
ILM-EKF,inc case,2,CH,2466,957,392,1117,1.36,3669,1.26,0.44,0.85,0.13,1,27,Switzerland
LANL-GrowthRate,inc case,2,CH,2076,822,1080,173,1.13,2971,1.02,0.46,0.85,-0.24,1,26,Switzerland
USC-SIkJalpha,inc case,2,CH,3055,408,1431,1216,1.7,3529,1.21,0.33,0.37,-0.21,1,27,Switzerland
epiforecasts-EpiNow2,inc case,2,CH,4263,2678,545,1040,2.47,5686,1.99,0.54,0.88,0.06,1,26,Switzerland
EuroCOVIDhub-baseline,inc case,3,CH,2568,913,1085,571,1,4265,1,0.23,1,-0.12,1,26,Switzerland
EuroCOVIDhub-ensemble,inc case,3,CH,2848,1157,894,797,1.15,3804,0.91,0.46,0.81,0.05,1,26,Switzerland
IEM_Health-CovidProject,inc case,3,CH,4880,965,1153,2761,2.02,6329,1.54,0.31,0.54,0.15,1,26,Switzerland
ILM-EKF,inc case,3,CH,4317,1705,529,2083,1.79,6478,1.59,0.38,0.85,0.2,1,26,Switzerland
LANL-GrowthRate,inc case,3,CH,2597,903,1483,211,1.03,3688,0.87,0.36,0.76,-0.21,1,25,Switzerland
USC-SIkJalpha,inc case,3,CH,5086,474,1894,2718,2.18,5684,1.41,0.35,0.42,-0.18,1,26,Switzerland
epiforecasts-EpiNow2,inc case,3,CH,6775,4013,807,1955,2.97,9502,2.39,0.36,0.88,0.11,1,25,Switzerland
EuroCOVIDhub-baseline,inc case,4,CH,3249,1151,1405,693,1,5490,1,0.32,1,-0.09,1,25,Switzerland
EuroCOVIDhub-ensemble,inc case,4,CH,3921,1603,989,1329,1.26,5205,0.96,0.44,0.84,-0.01,1,25,Switzerland
IEM_Health-CovidProject,inc case,4,CH,6002,1435,1569,2998,1.92,8397,1.55,0.24,0.48,0.08,1,25,Switzerland
ILM-EKF,inc case,4,CH,7022,2815,783,3424,2.33,10335,1.98,0.32,0.8,0.2,1,25,Switzerland
LANL-GrowthRate,inc case,4,CH,3447,927,2220,300,1.11,4855,0.89,0.33,0.71,-0.2,1,24,Switzerland
USC-SIkJalpha,inc case,4,CH,7998,563,2238,5197,2.78,8814,1.73,0.32,0.36,-0.3,1,25,Switzerland
epiforecasts-EpiNow2,inc case,4,CH,7089,3944,973,2172,2.36,10173,1.93,0.42,0.88,0.09,1,24,Switzerland
LANL-GrowthRate,inc case,5,CH,4424,895,3048,482,NA,5957,NA,0.3,0.65,-0.2,1,23,Switzerland
USC-SIkJalpha,inc case,5,CH,11499,674,2856,7969,NA,12658,NA,0.25,0.42,-0.31,1,24,Switzerland
LANL-GrowthRate,inc case,6,CH,5391,939,3764,688,NA,7133,NA,0.18,0.64,-0.17,1,22,Switzerland
MUNI-ARIMA,inc case,1,CH,2040,317,491,1232,1.19,2813,1.2,0.35,0.7,0.08,1,20,Switzerland
MUNI-ARIMA,inc case,2,CH,3192,701,716,1776,1.39,4664,1.36,0.26,0.79,0.04,1,19,Switzerland
RobertWalraven-ESG,inc case,1,CH,1650,231,1177,242,1.05,2254,1.02,0.36,0.75,-0.41,1,28,Switzerland
MUNI-ARIMA,inc case,3,CH,4105,1149,1090,1866,1.27,6000,1.18,0.35,0.88,-0.03,1,17,Switzerland
RobertWalraven-ESG,inc case,2,CH,2363,276,1806,280,1.12,3174,1.03,0.37,0.7,-0.43,1,27,Switzerland
MUNI-ARIMA,inc case,4,CH,5095,1648,1564,1883,1.24,7868,1.19,0.38,0.94,-0.09,1,16,Switzerland
RobertWalraven-ESG,inc case,3,CH,3411,307,2790,314,1.17,4356,1.01,0.31,0.65,-0.46,1,26,Switzerland
RobertWalraven-ESG,inc case,4,CH,5099,335,4407,358,1.35,5773,1.05,0.36,0.6,-0.49,1,25,Switzerland
Karlen-pypm,inc case,1,CH,3269,1031,360,1878,1.47,5098,1.58,0.3,0.9,0.4,1,10,Switzerland
Karlen-pypm,inc case,2,CH,9665,2103,1095,6467,3.13,14307,3.04,0.22,0.44,0.3,1,9,Switzerland
Karlen-pypm,inc case,3,CH,20181,4260,1236,14685,4.52,29692,4.29,0,0.5,0.45,1,8,Switzerland
Karlen-pypm,inc case,4,CH,39144,8290,658,30196,6.24,57696,5.7,0.14,0.29,0.47,1,7,Switzerland
EuroCOVIDhub-baseline,inc death,1,CH,11,6,2,4,1,15,1,0.64,1,0.09,1,28,Switzerland
EuroCOVIDhub-ensemble,inc death,1,CH,8,4,1,3,0.68,12,0.77,0.46,0.89,0.26,1,28,Switzerland
IEM_Health-CovidProject,inc death,1,CH,10,4,1,5,1.01,14,1,0.5,0.79,0.25,1,28,Switzerland
ILM-EKF,inc death,1,CH,12,8,0,4,1.15,14,0.97,0.68,0.96,0.34,1,28,Switzerland
LANL-GrowthRate,inc death,1,CH,11,3,3,5,0.99,16,1.04,0.3,0.74,0.16,1,27,Switzerland
RobertWalraven-ESG,inc death,1,CH,7,4,1,1,0.6,9,0.62,0.68,0.96,-0.05,1,28,Switzerland
USC-SIkJalpha,inc death,1,CH,9,2,2,5,0.87,12,0.81,0.46,0.57,0.29,1,28,Switzerland
EuroCOVIDhub-baseline,inc death,2,CH,14,11,1,2,1,16,1,1,1,0.07,1,27,Switzerland
EuroCOVIDhub-ensemble,inc death,2,CH,8,5,0,3,0.57,12,0.76,0.59,0.96,0.29,1,27,Switzerland
IEM_Health-CovidProject,inc death,2,CH,14,6,1,7,1.15,20,1.38,0.44,0.78,0.23,1,27,Switzerland
ILM-EKF,inc death,2,CH,15,10,0,5,1.18,19,1.26,0.63,0.96,0.39,1,27,Switzerland
LANL-GrowthRate,inc death,2,CH,13,3,4,6,0.96,19,1.22,0.27,0.58,0.23,1,26,Switzerland
RobertWalraven-ESG,inc death,2,CH,6,5,1,0,0.47,8,0.53,0.81,1,-0.06,1,27,Switzerland
USC-SIkJalpha,inc death,2,CH,9,2,1,6,0.67,13,0.82,0.37,0.52,0.34,1,27,Switzerland
epiforecasts-EpiNow2,inc death,2,CH,22,10,0,11,1.71,32,2.09,0.36,0.92,0.46,1,25,Switzerland
EuroCOVIDhub-baseline,inc death,3,CH,17,15,1,2,1,19,1,1,1,0.05,1,26,Switzerland
EuroCOVIDhub-ensemble,inc death,3,CH,10,6,1,4,0.56,15,0.74,0.65,0.96,0.29,1,26,Switzerland
IEM_Health-CovidProject,inc death,3,CH,14,7,3,5,0.79,22,1.06,0.38,0.92,0.16,1,26,Switzerland
ILM-EKF,inc death,3,CH,22,12,0,9,1.33,29,1.55,0.54,0.92,0.42,1,26,Switzerland
LANL-GrowthRate,inc death,3,CH,16,4,5,7,0.96,22,1.1,0.28,0.52,0.21,1,25,Switzerland
RobertWalraven-ESG,inc death,3,CH,7,6,2,0,0.43,10,0.5,0.85,1,-0.16,1,26,Switzerland
USC-SIkJalpha,inc death,3,CH,10,3,1,6,0.53,13,0.61,0.35,0.54,0.24,1,26,Switzerland
epiforecasts-EpiNow2,inc death,3,CH,47,27,1,20,3.11,61,3.35,0.38,0.92,0.44,1,24,Switzerland
EuroCOVIDhub-baseline,inc death,4,CH,20,17,1,2,1,24,1,1,1,0.06,1,25,Switzerland
EuroCOVIDhub-ensemble,inc death,4,CH,13,7,1,5,0.64,20,0.8,0.48,0.92,0.29,1,25,Switzerland
IEM_Health-CovidProject,inc death,4,CH,19,9,4,7,0.94,29,1.21,0.28,0.88,0.15,1,25,Switzerland
ILM-EKF,inc death,4,CH,31,16,0,15,1.68,45,2.02,0.36,0.96,0.46,1,25,Switzerland
LANL-GrowthRate,inc death,4,CH,19,4,6,9,0.94,26,1.05,0.25,0.54,0.22,1,24,Switzerland
RobertWalraven-ESG,inc death,4,CH,9,6,3,0,0.47,12,0.55,0.8,1,-0.22,1,25,Switzerland
USC-SIkJalpha,inc death,4,CH,12,3,3,6,0.6,18,0.71,0.28,0.44,0.26,1,25,Switzerland
epiforecasts-EpiNow2,inc death,4,CH,77,44,1,32,4.44,103,4.81,0.3,0.91,0.41,1,23,Switzerland
LANL-GrowthRate,inc death,5,CH,20,5,6,9,NA,27,NA,0.22,0.52,0.26,1,23,Switzerland
UMass-MechBayes,inc death,1,CH,10,2,1,7,0.97,15,1.03,0.29,0.88,0.32,1,24,Switzerland
USC-SIkJalpha,inc death,5,CH,14,4,3,7,NA,20,NA,0.33,0.46,0,1,24,Switzerland
LANL-GrowthRate,inc death,6,CH,20,6,6,9,NA,29,NA,0.23,0.55,0.33,1,22,Switzerland
UMass-MechBayes,inc death,2,CH,10,3,0,6,0.69,14,0.94,0.39,0.91,0.4,1,23,Switzerland
UMass-MechBayes,inc death,3,CH,10,4,0,5,0.57,15,0.8,0.45,1,0.33,1,22,Switzerland
UMass-MechBayes,inc death,4,CH,14,6,1,7,0.74,23,1.04,0.38,0.86,0.29,1,21,Switzerland
MUNI-ARIMA,inc death,1,CH,10,3,4,3,1.17,16,1.31,0.4,0.85,0.03,1,20,Switzerland
MUNI-ARIMA,inc death,2,CH,10,6,2,2,0.92,15,1.34,0.58,1,0.01,1,19,Switzerland
MUNI-ARIMA,inc death,3,CH,13,8,2,3,1,18,1.36,0.76,1,-0.01,1,17,Switzerland
MUNI-ARIMA,inc death,4,CH,15,11,2,3,0.96,20,1.16,0.88,1,-0.02,1,16,Switzerland
Karlen-pypm,inc death,1,CH,4,2,2,1,0.51,7,0.65,0.4,1,-0.18,1,10,Switzerland
Karlen-pypm,inc death,2,CH,6,3,3,1,0.57,8,0.69,0.56,0.89,-0.03,1,9,Switzerland
Karlen-pypm,inc death,3,CH,14,4,5,4,0.93,22,1.36,0.38,0.75,0.09,1,8,Switzerland
Karlen-pypm,inc death,4,CH,29,8,7,13,1.34,49,2.05,0,0.71,0.35,1,7,Switzerland
EuroCOVIDhub-baseline,inc case,1,CY,623,47,285,290,1,838,1,0.07,0.82,0.18,1,28,Cyprus
EuroCOVIDhub-ensemble,inc case,1,CY,467,188,84,196,0.77,691,0.85,0.46,0.82,0.14,1,28,Cyprus
IEM_Health-CovidProject,inc case,1,CY,635,78,159,397,1.03,855,1.03,0.14,0.39,0.08,1,28,Cyprus
ILM-EKF,inc case,1,CY,1406,217,272,916,2.62,1859,2.44,0.36,0.57,0.14,1,28,Cyprus
LANL-GrowthRate,inc case,1,CY,424,106,131,187,0.69,619,0.73,0.33,0.78,-0.32,1,27,Cyprus
USC-SIkJalpha,inc case,1,CY,820,395,197,229,1.32,830,1,0.46,0.57,0.11,1,28,Cyprus
EuroCOVIDhub-baseline,inc case,2,CY,1123,101,515,506,1,1512,1,0.11,0.67,0.13,1,27,Cyprus
EuroCOVIDhub-ensemble,inc case,2,CY,1215,368,269,578,1.08,1714,1.14,0.37,0.67,0.18,1,27,Cyprus
IEM_Health-CovidProject,inc case,2,CY,1355,127,347,881,1.22,1717,1.13,0.07,0.37,0.23,1,27,Cyprus
ILM-EKF,inc case,2,CY,3279,476,438,2365,3.41,4299,3.13,0.3,0.56,0.15,1,27,Cyprus
LANL-GrowthRate,inc case,2,CY,1102,229,296,577,0.98,1564,1.02,0.23,0.69,-0.1,1,26,Cyprus
USC-SIkJalpha,inc case,2,CY,1271,498,400,373,1.1,1339,0.85,0.33,0.56,0.07,1,27,Cyprus
epiforecasts-EpiNow2,inc case,2,CY,1623,590,214,819,1.53,2423,1.61,0.41,0.78,-0.02,1,27,Cyprus
EuroCOVIDhub-baseline,inc case,3,CY,1590,148,738,703,1,2135,1,0.12,0.58,0.13,1,26,Cyprus
EuroCOVIDhub-ensemble,inc case,3,CY,2261,675,498,1088,1.43,3025,1.43,0.31,0.62,0.19,1,26,Cyprus
IEM_Health-CovidProject,inc case,3,CY,2220,206,597,1417,1.41,2733,1.27,0.15,0.31,0.32,1,26,Cyprus
ILM-EKF,inc case,3,CY,6704,1104,641,4959,5.09,8869,4.69,0.31,0.58,0.18,1,26,Cyprus
LANL-GrowthRate,inc case,3,CY,1797,370,556,871,1.14,2479,1.16,0.32,0.56,0.04,1,25,Cyprus
USC-SIkJalpha,inc case,3,CY,1807,603,657,547,1.07,1939,0.86,0.35,0.5,0.06,1,26,Cyprus
epiforecasts-EpiNow2,inc case,3,CY,2329,722,483,1124,1.5,3186,1.45,0.46,0.73,-0.08,1,26,Cyprus
EuroCOVIDhub-baseline,inc case,4,CY,1970,186,900,884,1,2659,1,0.08,0.56,0.1,1,25,Cyprus
EuroCOVIDhub-ensemble,inc case,4,CY,3398,990,756,1652,1.76,4555,1.75,0.24,0.56,0.23,1,25,Cyprus
IEM_Health-CovidProject,inc case,4,CY,3037,325,820,1893,1.53,3771,1.39,0.12,0.36,0.3,1,25,Cyprus
ILM-EKF,inc case,4,CY,13399,2691,896,9812,8.4,17998,7.81,0.32,0.48,0.22,1,25,Cyprus
LANL-GrowthRate,inc case,4,CY,2288,419,877,992,1.16,3022,1.13,0.29,0.46,0.11,1,24,Cyprus
USC-SIkJalpha,inc case,4,CY,2470,781,975,714,1.15,2608,0.92,0.4,0.48,0.02,1,25,Cyprus
epiforecasts-EpiNow2,inc case,4,CY,2411,814,897,700,1.14,3254,1.11,0.4,0.64,-0.11,1,25,Cyprus
LANL-GrowthRate,inc case,5,CY,2542,383,1047,1112,NA,3282,NA,0.13,0.39,0.14,1,23,Cyprus
USC-SIkJalpha,inc case,5,CY,2904,944,1098,862,NA,3177,NA,0.42,0.46,0.01,1,24,Cyprus
LANL-GrowthRate,inc case,6,CY,2652,380,1035,1236,NA,3555,NA,0.09,0.32,0.13,1,22,Cyprus
MUNI-ARIMA,inc case,1,CY,331,98,106,127,0.55,483,0.59,0.5,0.85,0.06,1,20,Cyprus
MUNI-ARIMA,inc case,2,CY,802,219,302,281,0.68,1180,0.75,0.37,0.84,0.21,1,19,Cyprus
RobertWalraven-ESG,inc case,1,CY,750,82,385,284,1.27,988,1.2,0.14,0.46,-0.12,1,28,Cyprus
MUNI-ARIMA,inc case,3,CY,1284,308,608,368,0.78,1851,0.85,0.29,0.82,0.19,1,17,Cyprus
RobertWalraven-ESG,inc case,2,CY,1314,103,840,370,1.13,1590,1.04,0.22,0.41,-0.12,1,27,Cyprus
MUNI-ARIMA,inc case,4,CY,1764,378,923,463,0.86,2586,0.94,0.19,0.75,0.18,1,16,Cyprus
RobertWalraven-ESG,inc case,3,CY,1705,124,1229,352,0.96,2031,0.91,0.23,0.38,-0.18,1,26,Cyprus
RobertWalraven-ESG,inc case,4,CY,2112,145,1621,345,0.94,2407,0.86,0.12,0.4,-0.31,1,25,Cyprus
Karlen-pypm,inc case,1,CY,856,330,40,487,1.28,1442,1.56,0.4,1,0.14,1,10,Cyprus
Karlen-pypm,inc case,2,CY,2447,554,62,1830,2.1,3707,2.25,0.22,0.89,0.22,1,9,Cyprus
Karlen-pypm,inc case,3,CY,5460,834,84,4543,3.52,7630,3.43,0.12,0.88,0.31,1,8,Cyprus
Karlen-pypm,inc case,4,CY,9100,815,80,8205,5.06,12020,4.58,0,0.86,0.39,1,7,Cyprus
EuroCOVIDhub-baseline,inc death,1,CY,3,0,1,1,1,4,1,0.25,0.86,0.01,1,28,Cyprus
EuroCOVIDhub-ensemble,inc death,1,CY,2,1,1,0,0.83,4,0.87,0.57,0.96,-0.05,1,28,Cyprus
IEM_Health-CovidProject,inc death,1,CY,3,1,1,1,1.09,5,1.17,0.43,0.79,-0.07,1,28,Cyprus
ILM-EKF,inc death,1,CY,4,4,0,0,1.52,3,0.83,0.89,1,0.06,1,28,Cyprus
LANL-GrowthRate,inc death,1,CY,3,1,2,1,1.21,5,1.31,0.33,0.89,-0.1,1,27,Cyprus
RobertWalraven-ESG,inc death,1,CY,3,0,1,1,1,4,0.93,0.32,0.64,-0.2,1,28,Cyprus
USC-SIkJalpha,inc death,1,CY,3,1,1,1,1.19,4,1.08,0.25,0.43,0,1,28,Cyprus
EuroCOVIDhub-baseline,inc death,2,CY,3,1,1,1,1,5,1,0.37,0.89,-0.07,1,27,Cyprus
EuroCOVIDhub-ensemble,inc death,2,CY,3,1,1,1,0.79,4,0.78,0.63,0.96,-0.02,1,27,Cyprus
IEM_Health-CovidProject,inc death,2,CY,4,1,2,1,1.29,6,1.24,0.33,0.78,-0.07,1,27,Cyprus
ILM-EKF,inc death,2,CY,5,4,0,0,1.51,4,0.83,0.85,1,0.09,1,27,Cyprus
LANL-GrowthRate,inc death,2,CY,4,1,2,1,1.33,7,1.29,0.31,0.65,-0.13,1,26,Cyprus
RobertWalraven-ESG,inc death,2,CY,4,1,2,1,1.08,5,0.93,0.33,0.74,-0.24,1,27,Cyprus
USC-SIkJalpha,inc death,2,CY,4,1,2,1,1.14,5,0.97,0.33,0.44,-0.03,1,27,Cyprus
epiforecasts-EpiNow2,inc death,2,CY,3,2,1,1,0.98,5,0.94,0.52,0.96,0.03,1,23,Cyprus
EuroCOVIDhub-baseline,inc death,3,CY,4,1,2,1,1,6,1,0.42,0.81,-0.12,1,26,Cyprus
EuroCOVIDhub-ensemble,inc death,3,CY,3,2,1,1,0.77,4,0.62,0.5,0.96,-0,1,26,Cyprus
IEM_Health-CovidProject,inc death,3,CY,5,2,2,1,1.33,8,1.2,0.42,0.77,-0.1,1,26,Cyprus
ILM-EKF,inc death,3,CY,8,6,0,1,1.99,9,1.44,0.69,1,0.09,1,26,Cyprus
LANL-GrowthRate,inc death,3,CY,5,1,3,1,1.26,8,1.17,0.16,0.56,-0.21,1,25,Cyprus
RobertWalraven-ESG,inc death,3,CY,4,1,3,1,1.07,6,0.89,0.23,0.69,-0.45,1,26,Cyprus
USC-SIkJalpha,inc death,3,CY,4,1,2,1,1.05,6,0.86,0.35,0.5,-0.09,1,26,Cyprus
epiforecasts-EpiNow2,inc death,3,CY,4,2,1,1,0.98,6,0.94,0.55,0.95,0.02,1,22,Cyprus
EuroCOVIDhub-baseline,inc death,4,CY,5,1,2,1,1,8,1,0.44,0.88,-0.08,1,25,Cyprus
EuroCOVIDhub-ensemble,inc death,4,CY,6,5,1,1,1.22,6,0.8,0.56,0.96,0.06,1,25,Cyprus
IEM_Health-CovidProject,inc death,4,CY,7,2,3,2,1.42,9,1.22,0.36,0.76,-0.04,1,25,Cyprus
ILM-EKF,inc death,4,CY,15,10,1,4,3.41,18,2.61,0.6,1,0.13,1,25,Cyprus
LANL-GrowthRate,inc death,4,CY,6,1,4,1,1.29,9,1.13,0.21,0.5,-0.22,1,24,Cyprus
RobertWalraven-ESG,inc death,4,CY,6,1,4,1,1.19,7,0.98,0.36,0.56,-0.41,1,25,Cyprus
UMass-MechBayes,inc death,1,CY,2,1,1,1,0.74,4,0.93,0.44,1,-0.02,1,25,Cyprus
USC-SIkJalpha,inc death,4,CY,5,2,2,2,1.1,7,0.87,0.32,0.6,-0.11,1,25,Cyprus
epiforecasts-EpiNow2,inc death,4,CY,6,4,1,1,1.19,8,1.03,0.57,0.95,-0.01,1,21,Cyprus
LANL-GrowthRate,inc death,5,CY,7,1,5,1,NA,10,NA,0.13,0.39,-0.24,1,23,Cyprus
UMass-MechBayes,inc death,2,CY,3,1,1,1,0.78,5,0.88,0.42,0.96,0.02,1,24,Cyprus
USC-SIkJalpha,inc death,5,CY,7,2,2,2,NA,8,NA,0.5,0.62,-0.11,1,24,Cyprus
LANL-GrowthRate,inc death,6,CY,8,1,5,2,NA,10,NA,0.09,0.45,-0.25,1,22,Cyprus
UMass-MechBayes,inc death,3,CY,4,2,1,2,0.96,6,0.98,0.39,1,0.08,1,23,Cyprus
UMass-MechBayes,inc death,4,CY,9,3,1,5,1.95,13,1.82,0.41,0.91,0.12,1,22,Cyprus
MUNI-ARIMA,inc death,1,CY,3,1,1,1,1.12,5,1.22,0.35,0.95,-0.01,1,20,Cyprus
MUNI-ARIMA,inc death,2,CY,4,1,2,1,1.18,6,1.18,0.42,0.89,0.02,1,19,Cyprus
MUNI-ARIMA,inc death,3,CY,5,2,3,1,1.22,8,1.18,0.35,0.82,0.01,1,17,Cyprus
MUNI-ARIMA,inc death,4,CY,6,2,3,1,1.31,9,1.21,0.38,0.75,-0.03,1,16,Cyprus
Karlen-pypm,inc death,1,CY,3,1,1,0,0.81,4,0.83,0.6,1,-0.27,1,10,Cyprus
Karlen-pypm,inc death,2,CY,3,2,1,0,0.62,4,0.64,0.67,1,-0.28,1,9,Cyprus
Karlen-pypm,inc death,3,CY,4,2,2,1,0.79,7,0.86,0.25,1,-0.35,1,8,Cyprus
Karlen-pypm,inc death,4,CY,7,3,2,3,1.27,13,1.43,0.43,1,-0.34,1,7,Cyprus
EuroCOVIDhub-baseline,inc case,1,CZ,2264,623,24,1617,1,3103,1,0.57,1,0.31,1,28,Czechia
EuroCOVIDhub-ensemble,inc case,1,CZ,1139,877,31,231,0.43,1512,0.47,0.79,1,0.07,1,28,Czechia
IEM_Health-CovidProject,inc case,1,CZ,2306,1305,47,954,0.76,3844,1.1,0.54,0.93,0.14,1,28,Czechia
ILM-EKF,inc case,1,CZ,1181,646,82,453,0.49,1896,0.59,0.71,0.96,0,1,28,Czechia
LANL-GrowthRate,inc case,1,CZ,1814,1068,746,0,0.7,3083,1.05,0.44,0.96,-0.58,1,27,Czechia
MUNI_DMS-SEIAR,inc case,1,CZ,1242,744,256,241,0.51,2017,0.67,0.56,0.93,-0.09,1,27,Czechia
USC-SIkJalpha,inc case,1,CZ,2379,1069,62,1247,0.83,2707,0.86,0.29,0.39,0.35,1,28,Czechia
