model,continuous_weeks,target_variable,horizon,location,relative_skill,inv_skill,skill_weight
USC-SIkJalpha,11,inc case,5,CY,1.2954018915510872,0.7719612010158645,0.37340378368531046
UMass-SemiMech,8,inc case,3,CY,0.7147681705628088,1.3990550239703587,0.15847312540965622
UMass-SemiMech,8,inc case,4,CY,0.6799143336318231,1.4707735232737496,0.15764008070461938
IEM_Health-CovidProject,11,inc death,1,CY,0.984614620163928,1.0156257885278106,0.12090596404585036
ILM-EKF,11,inc death,1,CY,1.462588506677523,0.6837193068552423,0.08139389809303768
LANL-GrowthRate,11,inc death,1,CY,1.078533611533986,0.9271848269779107,0.1103774408061711
RobertWalraven-ESG,11,inc death,1,CY,1.057528949721149,0.9456005911362347,0.11256975981220056
USC-SIkJalpha,11,inc death,1,CY,1.3820243549514288,0.7235762498810269,0.08613869895855948
epiforecasts-EpiNow2,11,inc death,1,CY,0.6713099178931007,1.4896249457158175,0.17733356336844006
IEM_Health-CovidProject,11,inc death,2,CY,0.9664402834851916,1.0347250803679093,0.11164398569840041
ILM-EKF,11,inc death,2,CY,1.2727292001811048,0.7857130958083649,0.08477627854568387
LANL-GrowthRate,11,inc death,2,CY,0.8387602766597305,1.1922357648867072,0.12863895464562003
RobertWalraven-ESG,11,inc death,2,CY,0.9958395677696524,1.0041778137412891,0.10834801978137151
USC-SIkJalpha,11,inc death,2,CY,0.841612493230185,1.1881952894519296,0.12820299847695862
epiforecasts-EpiNow2,11,inc death,2,CY,0.8030733331632587,1.2452162943339915,0.134355407821572
IEM_Health-CovidProject,11,inc death,3,CY,0.8523581676291715,1.173215718436175,0.12579968838943292
ILM-EKF,11,inc death,3,CY,1.3387069540273548,0.7469894714385462,0.08009698579764511
LANL-GrowthRate,11,inc death,3,CY,0.8541040178862869,1.1708175808313985,0.12554254474683155
RobertWalraven-ESG,11,inc death,3,CY,0.6613307979835343,1.5121025711324845,0.1621373028609617
USC-SIkJalpha,11,inc death,3,CY,0.8623333112469778,1.159644405425959,0.12434448546221992
epiforecasts-EpiNow2,11,inc death,3,CY,0.9868026958210916,1.0133738023161025,0.10866041645206252
IEM_Health-CovidProject,11,inc death,4,CY,0.5933989750271316,1.6852068205110697,0.15520278913715368
ILM-EKF,11,inc death,4,CY,0.97841437486048,1.0220618438303282,0.09412900950936243
LANL-GrowthRate,11,inc death,4,CY,0.5692080780283354,1.756826789008113,0.1617987859806065
RobertWalraven-ESG,11,inc death,4,CY,0.573635107521023,1.7432684765782946,0.16055010369455772
UMass-MechBayes,8,inc death,1,CY,0.7390364417743971,1.3531132478380088,0.16108242183394134
UMass-SemiMech,8,inc death,1,CY,0.7925909750742901,1.2616848178296116,0.1501982530817995
USC-SIkJalpha,11,inc death,4,CY,0.7100011614607955,1.4084484002005644,0.12971412019362505
epiforecasts-EpiNow2,11,inc death,4,CY,0.8983349488154935,1.113170539917831,0.10251986312763904
LANL-GrowthRate,11,inc death,5,CY,0.946140409733444,1.0569255786059595,0.5276538989522656
UMass-MechBayes,8,inc death,2,CY,0.6351699603566817,1.5743817598654175,0.1698714547633656
UMass-SemiMech,8,inc death,2,CY,0.8042256463823315,1.243432119453446,0.13416290026702787
USC-SIkJalpha,11,inc death,5,CY,1.0569255786059597,0.9461404097334439,0.47234610104773445
UMass-MechBayes,8,inc death,3,CY,0.6600056671556526,1.5151385052640234,0.16246283512388393
UMass-SemiMech,8,inc death,3,CY,0.9663888570000828,1.0347801433723633,0.11095574116696237
UMass-MechBayes,8,inc death,4,CY,0.8600070123878605,1.1627812164268763,0.1070888663333404
UMass-SemiMech,8,inc death,4,CY,1.0348408678403156,0.9663321492965121,0.0889964620237151
IEM_Health-CovidProject,11,inc case,1,CZ,1.513631808647689,0.6606626487939767,0.07664844229895958
ILM-EKF,11,inc case,1,CZ,0.6405524662246526,1.5611523688198292,0.18112102671432526
LANL-GrowthRate,11,inc case,1,CZ,1.2777904954770225,0.7826009064394251,0.09079541658641839
MUNI_DMS-SEIAR,7,inc case,1,CZ,0.8152129367557629,1.2266733695120433,0.14231560260648926
RobertWalraven-ESG,11,inc case,1,CZ,0.8643572648809636,1.1569290160796144,0.13422403566305394
USC-SIkJalpha,11,inc case,1,CZ,1.546625463406219,0.6465689487599955,0.07501332616850262
epiforecasts-EpiNow2,11,inc case,1,CZ,0.7834118511780638,1.2764677972336511,0.14809262863784822
IEM_Health-CovidProject,11,inc case,2,CZ,1.5765885439688851,0.6342808996205263,0.06647833798561244
ILM-EKF,11,inc case,2,CZ,0.7439163329055453,1.3442371887363436,0.1408881368162079
LANL-GrowthRate,11,inc case,2,CZ,0.7503781738369824,1.3326613631185484,0.13967488627004976
MUNI_DMS-SEIAR,7,inc case,2,CZ,0.5871549583468696,1.7031279150149605,0.17850310995464816
RobertWalraven-ESG,11,inc case,2,CZ,0.8409216471969752,1.1891714327170397,0.1246358521505131
USC-SIkJalpha,11,inc case,2,CZ,1.3244218597278792,0.7550464322640098,0.07913565101661987
epiforecasts-EpiNow2,11,inc case,2,CZ,0.7635973638632436,1.309590691802198,0.13725687260096261
IEM_Health-CovidProject,11,inc case,3,CZ,1.678691017508952,0.5957022403586354,0.057657857994973215
ILM-EKF,11,inc case,3,CZ,0.8190619456095097,1.2209088767466105,0.11817143846542841
LANL-GrowthRate,11,inc case,3,CZ,0.6430912653710484,1.554989243125583,0.1505069863592734
MUNI_DMS-SEIAR,7,inc case,3,CZ,0.5477672626130619,1.8255928534860097,0.1766986362844026
RobertWalraven-ESG,11,inc case,3,CZ,0.795407739624274,1.2572168338120133,0.1216856757650972
USC-SIkJalpha,11,inc case,3,CZ,1.0816097783445375,0.9245478545234255,0.08948673564426367
epiforecasts-EpiNow2,11,inc case,3,CZ,0.6856194845479511,1.4585349782749089,0.1411712042705212
IEM_Health-CovidProject,11,inc case,4,CZ,1.8065846189312875,0.5535306730285157,0.052154632594608064
ILM-EKF,11,inc case,4,CZ,0.834530153305171,1.1982790508401437,0.11290395760807974
LANL-GrowthRate,11,inc case,4,CZ,0.8088598149837823,1.2363081729063892,0.11648712830828474
MUNI_DMS-SEIAR,7,inc case,4,CZ,0.6005565166138371,1.6651222197011115,0.15689074124561816
RobertWalraven-ESG,11,inc case,4,CZ,0.705086617265035,1.418265466275486,0.1336314641978438
UMass-SemiMech,8,inc case,1,CZ,2.035443907782489,0.4912933223934666,0.05699863302713034
USC-SIkJalpha,11,inc case,4,CZ,0.948169163517289,1.0546641237418453,0.09937230683806483
bisop-seirfilter,8,inc case,1,CZ,1.2239311439213572,0.8170394265776232,0.09479088829727243
epiforecasts-EpiNow2,11,inc case,4,CZ,0.5307567169083812,1.8841023921937838,0.17752343785730326
LANL-GrowthRate,11,inc case,5,CZ,0.976044845462806,1.024543088003129,0.3308404281983137
UMass-SemiMech,8,inc case,2,CZ,1.6633208592599755,0.6012069135265387,0.06301188703713995
USC-SIkJalpha,11,inc case,5,CZ,0.7416290801508942,1.3483829406966308,0.4354132048705134
bisop-seirfilter,8,inc case,2,CZ,1.4884412399973523,0.6718437873985397,0.0704152661682463
UMass-SemiMech,8,inc case,3,CZ,1.237584135190593,0.8080258719913179,0.07820860461342473
bisop-seirfilter,8,inc case,3,CZ,1.4573943574590795,0.6861560804609317,0.06641286060261552
UMass-SemiMech,8,inc case,4,CZ,1.1020670141952138,0.9073858369041665,0.08549548787669406
bisop-seirfilter,8,inc case,4,CZ,1.437603669069702,0.695602008756083,0.06554084347350325
bisop-seirfilter,4,inc case,5,CZ,1.3814764218720657,0.7238632409266026,0.2337463669311729
IEM_Health-CovidProject,11,inc death,1,CZ,1.1766210932576628,0.8498912740305724,0.08366172154753512
ILM-EKF,11,inc death,1,CZ,1.1522054981499066,0.867900736114953,0.08543453961046082
LANL-GrowthRate,11,inc death,1,CZ,0.8701692148797943,1.1492017677712727,0.11312529171085103
MUNI_DMS-SEIAR,7,inc death,1,CZ,0.9728687934508252,1.0278878372210283,0.10118337327062657
RobertWalraven-ESG,11,inc death,1,CZ,1.009429701330682,0.990658387287147,0.09751857523244334
USC-SIkJalpha,11,inc death,1,CZ,1.772791694132768,0.5640820652023587,0.05552719284328208
epiforecasts-EpiNow2,11,inc death,1,CZ,0.5323383097096966,1.8785046684792162,0.18491651732666173
IEM_Health-CovidProject,11,inc death,2,CZ,1.2104073451428123,0.8261681524098922,0.07669047122324184
ILM-EKF,11,inc death,2,CZ,0.8191608208080093,1.2207615093378286,0.11331927420492642
LANL-GrowthRate,11,inc death,2,CZ,0.7373166265195203,1.3562694289432589,0.12589802851627113
MUNI_DMS-SEIAR,7,inc death,2,CZ,1.0776488172190193,0.9279460841246967,0.08613818174145453
RobertWalraven-ESG,11,inc death,2,CZ,0.9737455988783168,1.0269622796261428,0.09532952937400171
USC-SIkJalpha,11,inc death,2,CZ,1.3359041570610075,0.7485566945161714,0.06948605495419252
epiforecasts-EpiNow2,11,inc death,2,CZ,0.6462230198004778,1.5474533858430968,0.14364500617717976
IEM_Health-CovidProject,11,inc death,3,CZ,1.3793942778487602,0.724955885390183,0.06748955957676309
ILM-EKF,11,inc death,3,CZ,0.7616605824631745,1.3129207720925338,0.12222598154371606
LANL-GrowthRate,11,inc death,3,CZ,0.6090594266599697,1.6418759093573434,0.15284996540525364
MUNI_DMS-SEIAR,7,inc death,3,CZ,1.114243632705452,0.8974697908499047,0.0835496919723744
RobertWalraven-ESG,11,inc death,3,CZ,1.1771381238601033,0.8495179790123294,0.07908563184534478
USC-SIkJalpha,11,inc death,3,CZ,1.349874494636225,0.740809611540581,0.06896545765153367
epiforecasts-EpiNow2,11,inc death,3,CZ,0.7146752865196546,1.3992368546418157,0.13026155241504878
IEM_Health-CovidProject,11,inc death,4,CZ,1.719044025258295,0.5817186676471214,0.049803483519573546
ILM-EKF,11,inc death,4,CZ,0.803219775730066,1.2449892672165295,0.10658898519219834
LANL-GrowthRate,11,inc death,4,CZ,0.39595534820565714,2.525537297404063,0.2162223118575108
MUNI_DMS-SEIAR,7,inc death,4,CZ,1.0413872283464705,0.9602575994597268,0.08221185976835209
RobertWalraven-ESG,11,inc death,4,CZ,1.294237936606374,0.7726554536193736,0.06615041821897344
UMass-MechBayes,8,inc death,1,CZ,0.7849916251688839,1.2738989410044457,0.12540025028916818
UMass-SemiMech,8,inc death,1,CZ,1.9284367327080325,0.5185547355736877,0.051045566909963334
USC-SIkJalpha,11,inc death,4,CZ,1.2741701077743257,0.7848245645526591,0.06719226911618652
bisop-seirfilter,8,inc death,1,CZ,0.963314061061396,1.0380830514382637,0.10218697125900778
epiforecasts-EpiNow2,11,inc death,4,CZ,0.7027297691905827,1.4230221115462616,0.1218311569182349
LANL-GrowthRate,11,inc death,5,CZ,0.4702371779509369,2.1265864267846917,0.5902373892897766
UMass-MechBayes,8,inc death,2,CZ,0.7139435672825333,1.4006709295053623,0.1300196737179096
UMass-SemiMech,8,inc death,2,CZ,1.6501609639942123,0.6060014882302763,0.05625312420819148
USC-SIkJalpha,11,inc death,5,CZ,0.988708968696803,1.0114199745938175,0.28072119607308516
bisop-seirfilter,8,inc death,2,CZ,0.8993036217152668,1.1119715031200166,0.1032206558826311
UMass-MechBayes,8,inc death,3,CZ,0.7555667604869177,1.323509784040208,0.12321176256447014
UMass-SemiMech,8,inc death,3,CZ,1.1498847921178936,0.8696523398297745,0.08096003437288292
bisop-seirfilter,8,inc death,3,CZ,1.0185376687021157,0.9817997220213391,0.09140036265261263
UMass-MechBayes,8,inc death,4,CZ,0.6626744926759673,1.509036504425978,0.12919522590291754
UMass-SemiMech,8,inc death,4,CZ,1.01788050967311,0.9824335867489472,0.08411044318833429
bisop-seirfilter,8,inc death,4,CZ,1.1163135621950595,0.895805653416638,0.07669384631771858
bisop-seirfilter,4,inc death,5,CZ,2.15087198975013,0.46492771525476584,0.12904141463713825
FIAS_FZJ-Epi1Ger,11,inc case,1,DE,1.2627747109793477,0.7919068946387497,0.04603247762603232
IEM_Health-CovidProject,11,inc case,1,DE,1.2219771271648712,0.8183459229880318,0.04756934261506307
ILM-EKF,11,inc case,1,DE,0.8244474252609764,1.2129336199739515,0.07050619220682967
ITWW-county_repro,11,inc case,1,DE,1.301677463219305,0.7682394665778439,0.04465672201630705
Karlen-pypm,11,inc case,1,DE,0.9401123902618168,1.0637026065803736,0.061831595064594035
LANL-GrowthRate,11,inc case,1,DE,1.164112575790788,0.859023449103017,0.049933872237733656
MIT_CovidAnalytics-DELPHI,8,inc case,1,DE,0.9907284642022722,1.0093583016262615,0.058672634056881605
Priesemann-bayes,11,inc case,1,DE,0.8756690832875775,1.141983905890156,0.06638198120646255
RobertWalraven-ESG,11,inc case,1,DE,1.0526036628418634,0.9500251949533961,0.055223680746975645
UNIPV-BayesINGARCHX,11,inc case,1,DE,0.7558811383060066,1.3229593243205995,0.07690183771505063
USC-SIkJalpha,11,inc case,1,DE,1.383735899342267,0.7226812576556924,0.04200848489766481
epiforecasts-EpiExpert,11,inc case,1,DE,0.7490701030924046,1.334988535614591,0.0776010795116536
epiforecasts-EpiNow2,11,inc case,1,DE,1.252988069193371,0.798092196235966,0.04639202084924671
itwm-dSEIR,11,inc case,1,DE,0.8187156121787809,1.221425346145265,0.07099980477370309
FIAS_FZJ-Epi1Ger,11,inc case,2,DE,1.3186569135363615,0.7583473682462328,0.045165632082401964
IEM_Health-CovidProject,11,inc case,2,DE,1.1288004682263533,0.8858961598157971,0.05276217956684631
ILM-EKF,11,inc case,2,DE,0.9012782288321032,1.1095352888927792,0.06608167277808942
ITWW-county_repro,11,inc case,2,DE,1.65401276163569,0.6045902566139076,0.03600817017929223
Karlen-pypm,11,inc case,2,DE,1.0362381680381958,0.965029112846903,0.05747517784685937
LANL-GrowthRate,11,inc case,2,DE,0.8233344242860429,1.2145732894226466,0.07233752317758965
MIT_CovidAnalytics-DELPHI,8,inc case,2,DE,0.7907696872351995,1.2645907097126359,0.07531645934473542
Priesemann-bayes,11,inc case,2,DE,0.8495213682947649,1.177133427505525,0.07010768089241726
RobertWalraven-ESG,11,inc case,2,DE,1.2334416507134072,0.8107396076836002,0.04828600766420646
UNIPV-BayesINGARCHX,11,inc case,2,DE,0.979392351120276,1.0210412597731153,0.06081114778114591
USC-SIkJalpha,11,inc case,2,DE,1.2138533541801042,0.8238227431314789,0.04906521269196262
epiforecasts-EpiExpert,11,inc case,2,DE,0.8158162461082592,1.225766224649686,0.07300415171162904
epiforecasts-EpiNow2,11,inc case,2,DE,1.232006392697878,0.8116840999584226,0.04834225970960876
itwm-dSEIR,11,inc case,2,DE,0.8876256643918126,1.126601043791568,0.06709807454757097
FIAS_FZJ-Epi1Ger,11,inc case,3,DE,1.4473183324917438,0.6909330017801765,0.04299584917201377
IEM_Health-CovidProject,11,inc case,3,DE,1.0687428864018684,0.9356787424959573,0.05822605373048188
ILM-EKF,11,inc case,3,DE,1.116830970621292,0.8953906421879588,0.05571897839928967
ITWW-county_repro,11,inc case,3,DE,1.882531564695666,0.531199592481554,0.033055849843221886
Karlen-pypm,11,inc case,3,DE,1.239548927200995,0.8067450812595865,0.05020268209034963
LANL-GrowthRate,11,inc case,3,DE,0.7213009302257061,1.3863839045474193,0.08627284136211108
MIT_CovidAnalytics-DELPHI,8,inc case,3,DE,0.6487199901061343,1.541497125495384,0.09592533246512801
RobertWalraven-ESG,11,inc case,3,DE,1.3265061261320876,0.7538600691697254,0.04691171755772881
UNIPV-BayesINGARCHX,11,inc case,3,DE,0.7806678722445599,1.2809544693120531,0.07971210669754718
USC-SIkJalpha,11,inc case,3,DE,1.008036470217045,0.9920275997402013,0.06173256877730499
epiforecasts-EpiExpert,11,inc case,3,DE,0.7431223201649569,1.3456734818273548,0.08373948546437425
epiforecasts-EpiNow2,11,inc case,3,DE,1.248682651004262,0.8008439928237514,0.04983546514213009
itwm-dSEIR,11,inc case,3,DE,1.0482490512792664,0.9539717672814643,0.0593644045294032
FIAS_FZJ-Epi1Ger,11,inc case,4,DE,1.7561219572309104,0.5694365336544285,0.03346785807029279
IEM_Health-CovidProject,11,inc case,4,DE,1.0598642734117258,0.9435170380646746,0.055453931124157314
ILM-EKF,11,inc case,4,DE,1.4296629717020692,0.6994655522269428,0.041110136851873966
ITWW-county_repro,11,inc case,4,DE,2.305221035607325,0.43379788079043957,0.025495880659983913
Karlen-pypm,11,inc case,4,DE,1.5471472348087816,0.6463508950546611,0.037988395090266226
LANL-GrowthRate,11,inc case,4,DE,0.6661506148643264,1.501162016045978,0.08822875654134044
MIT_CovidAnalytics-DELPHI,8,inc case,4,DE,0.5052125675354469,1.979364854042032,0.11633447818893618
RobertWalraven-ESG,11,inc case,4,DE,1.2759288091252197,0.7837427863123514,0.046063416703494814
UMass-SemiMech,8,inc case,1,DE,1.017075555711204,0.9832111236816978,0.05715273393747921
UNIPV-BayesINGARCHX,11,inc case,4,DE,0.77532601258786,1.2897800199715084,0.0758050671130664
USC-SIkJalpha,11,inc case,4,DE,0.955718428802283,1.0463332817106092,0.0614968160574079
epiforecasts-EpiExpert,11,inc case,4,DE,0.5866435941593083,1.7046124937800669,0.10018628176270238
epiforecasts-EpiNow2,11,inc case,4,DE,1.24723330145301,0.8017746149297117,0.04712321291474369
itwm-dSEIR,11,inc case,4,DE,1.193071716493298,0.8381725810575926,0.04926245388791684
LANL-GrowthRate,11,inc case,5,DE,0.7043103625311877,1.419828605681943,0.6684254782427592
UMass-SemiMech,8,inc case,2,DE,0.7932172680905885,1.2606886413443488,0.075084060062214
USC-SIkJalpha,11,inc case,5,DE,1.419828605681943,0.7043103625311877,0.33157452175724084
UMass-SemiMech,8,inc case,3,DE,0.6539619353869255,1.5291409880123012,0.09515642633066562
UMass-SemiMech,8,inc case,4,DE,0.5126710531488459,1.9505684860847134,0.11464201081324732
HZI-AgeExtendedSEIR,10,inc case,1,DE,0.9359015002667374,1.0684885105056399,0.06210979319224218
epiforecasts-EpiExpert_direct,4,inc case,1,DE,0.8803936489380343,1.135855535993745,0.06602574734608016
HZI-AgeExtendedSEIR,10,inc case,2,DE,1.332484104756276,0.7504779955201862,0.04469694819405951
epiforecasts-EpiExpert_direct,4,inc case,2,DE,1.0205685355668006,0.9798460026446169,0.05835764176937113
HZI-AgeExtendedSEIR,10,inc case,3,DE,1.5267718904065946,0.6549766905478526,0.040758335360191474
epiforecasts-EpiExpert_direct,4,inc case,3,DE,1.0304143031769173,0.9704834229463376,0.06039190307805841
HZI-AgeExtendedSEIR,10,inc case,4,DE,1.835462675720117,0.5448217570578844,0.03202115804162016
epiforecasts-EpiExpert_direct,4,inc case,4,DE,0.7803176626754191,1.2815293666061227,0.07532014617894964
FIAS_FZJ-Epi1Ger,11,inc death,1,DE,2.093673704742005,0.47762934488553743,0.026902752608431536
IEM_Health-CovidProject,11,inc death,1,DE,1.2500681390391162,0.7999563933920155,0.04505801240942594
ILM-EKF,11,inc death,1,DE,1.0220866168302516,0.9783906603740221,0.055108427009965495
ITWW-county_repro,11,inc death,1,DE,1.2428121375900476,0.8046268376000192,0.045321077915021116
Karlen-pypm,11,inc death,1,DE,0.9427382173628464,1.060739855012279,0.059746793631655214
LANL-GrowthRate,11,inc death,1,DE,0.9314870231011858,1.0735522612765072,0.06046845991898907
MIT_CovidAnalytics-DELPHI,11,inc death,1,DE,0.93082799680634,1.0743123363618072,0.06051127159336087
RobertWalraven-ESG,11,inc death,1,DE,0.9144635915892084,1.0935372487188268,0.061594126042313596
USC-SIkJalpha,11,inc death,1,DE,0.9075803295351008,1.1018308434606998,0.062061267623885946
epiforecasts-EpiExpert,11,inc death,1,DE,0.7291764176266157,1.3714102319091497,0.07724548457667585
epiforecasts-EpiNow2,11,inc death,1,DE,1.5768380702456246,0.634180528026083,0.035720589694209146
itwm-dSEIR,11,inc death,1,DE,0.736041062057313,1.3586198536327494,0.07652505902865867
FIAS_FZJ-Epi1Ger,11,inc death,2,DE,1.9432057781992935,0.514613537700916,0.02793288641226531
IEM_Health-CovidProject,11,inc death,2,DE,1.2238036350660433,0.8171245544192508,0.044352986641659445
ILM-EKF,11,inc death,2,DE,1.0439253374326656,0.9579229128199038,0.051995429492676305
ITWW-county_repro,11,inc death,2,DE,0.6279944028090949,1.5923708802608416,0.08643285041283873
Karlen-pypm,11,inc death,2,DE,1.0409638084065955,0.9606481915357856,0.05214335583979999
LANL-GrowthRate,11,inc death,2,DE,0.885729064613316,1.1290134195117232,0.061282110350296896
MIT_CovidAnalytics-DELPHI,11,inc death,2,DE,0.9095707224179798,1.099419732136524,0.059675784345612666
